"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-001","Adl et al. 2019 es la autoridad de clasificación eucariota adoptada en esta parte.","clasificación eucariota de esta parte","respaldado_por","Adl et al. 2019","glosa","n/a","no evaluado","alta","Es una convención documental explícita, no una inferencia sobre la topología.","resuelta","vigente"
"C-920","Cohen y colaboradores demostraron que la señalización bacteriana por GMP–AMP cíclico protege frente a infección por fagos.","sistema bacteriano cGAS-like","posee_rasgo","defensa antiviral por nucleótidos cíclicos","expresa","S218 resumen","no evaluado","media","La función se estableció mediante genética y ensayos de infección. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-921","La homología entre componentes bacterianos cGAS-like y componentes eucariotas cGAS–STING no equivale a identidad de las vías completas.","homología de componentes cGAS-like y cGAS–STING","no_equivale_a*","identidad de las vías completas","expresa","S218 discusión","no evaluado","media","La fila registra el límite de la comparación de componentes y no infiere una dirección simple de descendencia.","parcialmente resuelta","vigente"
"C-922","Las viperinas procariotas producen nucleótidos antivirales y protegen contra fagos.","viperinas procariotas","posee_rasgo","actividad antiviral","expresa","S219 resumen; resultados","no evaluado","alta","Se demostraron productos químicos y protección frente a fagos. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-923","Bernheim y colaboradores interpretaron la viperina eucariota como derivada de una familia bacteriana y arqueana de proteínas antivirales.","viperina eucariota","desciende_de","viperinas procariotas","expresa","S219 discusión","no evaluado","baja","La inferencia se apoya en filogenia y función conservada; la dirección histórica exacta depende de la raíz. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-924","La Argonaute de Thermus thermophilus usa guías de ADN para interferir con ADN invasor.","Argonaute procariota de Thermus thermophilus","posee_rasgo","interferencia de ADN guiada por ADN","expresa","S220 resumen; resultados","no evaluado","alta","La función se demostró in vivo e in vitro. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-925","La homología entre Argonautas procariotas y eucariotas no implica que el sistema completo de ARN de interferencia existiera en procariotas.","Argonaute procariota","no_equivale_a*","ARN de interferencia eucariota completo","sintesis(C-924)","S220 discusión","no evaluado","alta","RNAi incluye Dicer, pequeños ARN y regulación celular ausentes del sistema experimental procariota.","resuelta","vigente"
"C-926","Koonin propuso que intrones de grupo II transferidos desde el progenitor mitocondrial dieron origen a intrones espliceosomales y contribuyeron a la emergencia del spliceosoma y el núcleo.","hipótesis de invasión de intrones","propuesto_por","origen de intrones espliceosomales, spliceosoma y núcleo","expresa","S221 resumen, Results y Conclusion","no evaluado","media","S221 presenta explícitamente el escenario como hipótesis compatible con genómica comparada; no es una observación directa de la secuencia histórica.","sin resolver","vigente"
"C-927","En el mismo escenario, Koonin propuso que la invasión de intrones contribuyó a la emergencia de cromosomas lineales y telomerasa.","hipótesis de invasión de intrones","propuesto_por","emergencia de cromosomas lineales y telomerasa","expresa","S221 resumen, Results: “the linear chromosomes, the telomerase”","no evaluado","media","La fuente conecta explícitamente ambos componentes con la invasión de intrones, pero lo presenta como escenario evolutivo y no como una cadena causal observada ni como el único modelo posible.","sin resolver","vigente"
"C-928","La formación de rosetas, el apareamiento inducido, la inversión de Choanoeca flexa, la agregación de Capsaspora y la celularización de Sphaeroforma son respuestas del ciclo vital observadas sin selección de nuevas mutaciones.","respuestas plásticas documentadas","responde_a*","señales ambientales o temporales","sintesis(C-855, C-861, C-867, C-872, C-881)","S200 resultados; S201 resultados; S203 resultados; S204 resultados; S206 resultados; S208 resultados","no evaluado","alta","Cada respuesta ocurre en cultivos genéticamente continuos y en escalas de minutos a días.","resuelta","vigente"
"C-929","La reversibilidad está demostrada directamente para la inversión lumínica de Choanoeca flexa.","inversión de Choanoeca flexa","revierte_al_retirar_senal*","sí","expresa","S204 figs. 1G–H y 2","no evaluado","media","Las mismas láminas alternan configuraciones al cambiar iluminación. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-930","En Capsaspora, Ros-Rocher et al. observaron el inicio de la agregación hacia 20 min bajo inanición.","inicio de agregación de Capsaspora bajo inanición","tiene_valor_medido","aproximadamente 20 min","expresa","S427 resultados; figs. 1–2; BN-101","no evaluado","alta","Es una fase del protocolo de Capsaspora; las fases posteriores se registran por separado.","parcialmente resuelta","vigente"
"C-931","En Capsaspora bajo inanición, todos los agregados se habían desarmado después de unas 26 h.","desagregación de Capsaspora bajo inanición","tiene_valor_medido","aproximadamente 26 h","expresa","S427 resultados; figs. 1–2; BN-101","no evaluado","alta","Es una fase del protocolo publicado.","parcialmente resuelta","vigente"
"C-932","Tras reañadir suero, Capsaspora mostró reagregación hacia 10 min.","reagregación de Capsaspora tras reintroducción de suero","tiene_valor_medido","aproximadamente 10 min","expresa","S427 resultados; figs. 1–2; BN-101","no evaluado","alta","Es una fase del protocolo publicado.","parcialmente resuelta","vigente"
"C-933","La búsqueda BN-083 no localizó costes energéticos directos, en unidades comunes, para rosetas de Salpingoeca, agregados de Capsaspora o coenocitos de Sphaeroforma.","búsqueda BN-083","no_localiza*","costes energéticos directos y comparables de tres respuestas multicelulares transitorias","glosa","BN-083","no evaluado","desconocida","El resultado documenta el alcance de la búsqueda y no demuestra inexistencia universal.","información insuficiente","vigente"
"C-934","Abeoforma whisleri y Pirum gemmata fueron aislados de tractos digestivos de invertebrados marinos y mantenidos en cultivo, pero el aislamiento no demuestra parasitismo, comensalismo ni mutualismo.","Abeoforma whisleri y Pirum gemmata","habita_en*","aislamientos de tractos digestivos con relación ecológica no resuelta","expresa","S468 resumen; métodos; discusión","no evaluado","media","La procedencia y el cultivo son observados; el tipo de interacción con el invertebrado no fue demostrado. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-935","S468 publica un contraste de ciclos: Abeoforma whisleri produjo esferas con pared, plasmodios, amebas y propágulos, mientras Pirum gemmata no mostró estadios ameboides ni plasmodiales.","comparación de Abeoforma whisleri y Pirum gemmata","posee_vector_comparativo*","Abeoforma = esferas con pared, plasmodios, amebas y propágulos; Pirum = sin estadios ameboides ni plasmodiales observados","expresa","S468 resultados; figs. 2–6","no evaluado","media","Es una sola comparación coordinada de cultivos del mismo estudio; cada organismo conserva su coordenada y no se infiere una relación ecológica con el hospedador.","resuelta","vigente"
"C-936","Ichthyophonus es un patógeno de peces transmisible por ingestión experimental.","Ichthyophonus","parasita_a*","peces tras transmisión oral experimental","expresa","S469 resumen; S475 resumen","no evaluado","alta","La patogenicidad se reprodujo experimentalmente; la secuencia temporal y la ruta natural se evalúan por separado. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-937","Tras exposición oral experimental a tejido infectado, aparecieron formas ameboides y esféricas de Ichthyophonus entre 24 y 48 h.","aparición de formas de Ichthyophonus tras exposición oral","tiene_valor_medido","24–48 h posexposición","expresa","S475 resumen","no evaluado","alta","Es una ventana del sistema experimental y no una tasa natural universal.","resuelta","vigente"
"C-938","En el mismo experimento, el cultivo de sangre fue positivo para Ichthyophonus de 6 a 144 h posexposición.","cultivo sanguíneo de peces expuestos a Ichthyophonus","tiene_valor_medido","6–144 h posexposición","expresa","S475 resumen","no evaluado","alta","La ventana continua publicada se distingue de la positividad intermitente posterior.","resuelta","vigente"
"C-939","En el mismo experimento, los esquizontes histológicos de Ichthyophonus aparecieron entre 20 y 25 días posexposición.","aparición histológica de esquizontes de Ichthyophonus","tiene_valor_medido","20–25 días posexposición","expresa","S475 resumen","no evaluado","alta","Es una ventana del sistema experimental. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-940","Corallochytrium limacisporum se mantuvo a 23 °C en las condiciones de cultivo publicadas.","cultivo de Corallochytrium limacisporum","tiene_valor_medido","23 °C","expresa","S476 STAR métodos","no evaluado","alta","Es una condición del cultivo, no una temperatura ambiental óptima universal. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-941","Corallochytrium limacisporum siguió fisión binaria en 99% de los eventos observados.","eventos observados de Corallochytrium limacisporum","tiene_valor_medido","99% por fisión binaria","expresa","S476 resultados; fig. 4","no evaluado","alta","La frecuencia corresponde a las cepas y condiciones publicadas.","resuelta","vigente"
"C-942","Corallochytrium limacisporum siguió crecimiento cenocítico en 1% de los eventos observados.","eventos observados de Corallochytrium limacisporum","tiene_valor_medido","1% por crecimiento cenocítico","expresa","S476 resultados; fig. 4","no evaluado","alta","La frecuencia corresponde a las cepas y condiciones publicadas.","resuelta","vigente"
"C-943","El ciclo de citocinesis binaria de Corallochytrium limacisporum duró 6 h en las condiciones publicadas.","ciclo de citocinesis binaria de Corallochytrium limacisporum","tiene_valor_medido","6 h","expresa","S476 resultados; fig. 4","no evaluado","alta","El tiempo corresponde al protocolo y no es universal.","resuelta","vigente"
"C-944","Los cenocitos de Corallochytrium limacisporum alcanzaron hasta 32 núcleos en las observaciones publicadas.","cenocitos de Corallochytrium limacisporum","tiene_valor_medido","hasta 32 núcleos","expresa","S476 resultados; fig. 4","no evaluado","alta","Es el máximo observado en el estudio.","resuelta","vigente"
"C-945","Corallochytrium limacisporum creció axénicamente en caldo marino bajo las condiciones publicadas.","Corallochytrium limacisporum","cultivable_como*","cultivo axénico en caldo marino","expresa","S476 STAR métodos","no evaluado","alta","La condición de cultivo no establece el modo nutricional natural. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-946","La fuente recuperada para Thecamonas trahens caracteriza su arquitectura celular por microscopía electrónica, pero no identifica presa ni publica una tasa de ingestión.","Thecamonas trahens","tiene_estado*","alimentación cuantitativa no localizada","expresa","S113 resumen; BN-102","no evaluado","baja","El límite se refiere a la fuente ultraestructural recuperada y no niega alimentación en el organismo.","información insuficiente","vigente"
"C-947","Breviata anathema es una célula ameboide flagelada de vida libre, anaerobia o posiblemente microaerófila, cuya fuente ultraestructural no cuantifica alimentación.","Breviata anathema","habita_en*","ambiente anaerobio o posiblemente microaerófilo","expresa","S114 resumen; BN-102","no evaluado","baja","Ecología y forma celular están documentadas; la tasa trófica no fue publicada en la fuente. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-948","Nuclearia delicatula penetró células dañadas o viejas de Spirogyra e ingirió activamente filamentos de Phormidium.","Nuclearia delicatula","depreda_a","Spirogyra dañada o vieja y Phormidium","expresa","S478 resumen","no evaluado","alta","La conducta alimentaria fue observada directamente. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-949","Rhizophydium planktonicum infecta la diatomea Asterionella formosa.","Rhizophydium planktonicum","parasita_a*","Asterionella formosa","expresa","S479 resumen; resultados","no evaluado","alta","La infección se distingue de las magnitudes de zoospora y transferencia de carbono. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-950","Las zoosporas de Rhizophydium planktonicum midieron 2–5 µm en el aislamiento estudiado.","zoosporas de Rhizophydium planktonicum","tiene_valor_medido","2–5 µm","expresa","S479 métodos","no evaluado","alta","Es el rango del aislamiento y no de todos los quítridos.","resuelta","vigente"
"C-951","Durante las floraciones primaverales estudiadas, aproximadamente 15% del carbono de Asterionella formosa se estimó transformado en zoosporas.","carbono de Asterionella transformado en zoosporas","tiene_valor_medido","aproximadamente 15%","expresa","S479 resumen; resultados; discusión","no evaluado","media","La estimación supone que todo el carbono de zoosporas procede de la diatomea. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-952","En ensayos con Entamoeba histolytica, 88 ± 3% de las células engullidas tenían caspasa-3 activa.","células engullidas por Entamoeba histolytica","tiene_valor_medido","88 ± 3% con caspasa-3 activa","expresa","S471 resultados; figs. 1–3","no evaluado","alta","La proporción se midió en un ensayo celular y no es una tasa natural de infección. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-953","En ensayos con Entamoeba histolytica, 62 ± 7% de las amebas ingirieron células apoptóticas frente a 30 ± 9% con células sanas.","amebas de Entamoeba histolytica en el ensayo","tiene_valor_medido","62 ± 7% con células apoptóticas frente a 30 ± 9% con células sanas","expresa","S471 resultados; figs. 1–3","no evaluado","alta","Es una comparación publicada dentro de un ensayo celular. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-954","Pelomyxa documenta una ameba anaerobia o microaerobia con consorcios procariotas intracelulares y metanogénesis hidrogenotrófica, pero la identidad del metanógeno no puede universalizarse desde el aislamiento de 1988.","Pelomyxa","es_huesped_de","consorcios procariotas con identidad variable","expresa","S231 [sin localizar con mayor precisión]; S232 [sin localizar con mayor precisión]; S233 [sin localizar con mayor precisión]","no evaluado","media","Distingue especies y muestras y conserva la revisión del aislamiento histórico.","sin resolver","vigente"
"C-955","Mastigamoeba balamuthi es una ameba de vida libre, anaerobia, de sedimentos dulceacuícolas ricos en materia orgánica; su comparación con Entamoeba separa anaerobiosis de parasitismo.","Mastigamoeba balamuthi","habita_en*","sedimentos dulceacuícolas anaerobios ricos en materia orgánica","expresa","S470 resumen; resultados; discusión","no evaluado","alta","Ecología y genoma de un organismo libre permiten contrastar el estado parasítico de Entamoeba. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-956","Las células flageladas de Syssomonas multiformis midieron 7–14 µm y se alimentaron de presas eucariotas menores, semejantes o mayores, incluida alimentación conjunta, sin tasa horaria publicada.","Syssomonas multiformis","depreda_a","presas eucariotas de tamaño variable","expresa","S132 resultados; figs. 2–4","no evaluado","media","Tamaño y conducta se observaron por microscopía; no se convierte conducta filmada en tasa. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-957","En el epilimnion oligotrófico del lago Annecy, la ingestión asignada a Choanoflagellida varió entre 0 y 3,1 bacterias por individuo y hora con microesferas fluorescentes de 0,5 µm durante 15 min.","Choanoflagellida ambiental del lago Annecy","tiene_valor_medido","0–3,1 bacterias individuo⁻¹ h⁻¹","expresa","S477 métodos; tabla 1","no evaluado","alta","El valor se calculó para un gremio ambiental con partículas trazadoras y condiciones declaradas. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-958","La tasa del lago Annecy no es una constante de Choanoflagellata porque el muestreo registró variación estacional y el método depende del tamaño y tipo de partícula.","tasa de ingestión de Choanoflagellida","depende_de*","estación, taxón y método","expresa","S477 resultados; discusión","no evaluado","media","La propia fuente mide variación y discute comparabilidad entre trazadores. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-959","El genoma publicado de Acanthamoeba polyphaga mimivirus tiene 1.181.404 bp.","genoma de Acanthamoeba polyphaga mimivirus","tiene_valor_medido","1.181.404 bp","expresa","S472 resumen; resultados","no evaluado","alta","La cifra pertenece al aislamiento publicado, no a todos los mimivirus. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-960","La anotación publicada de Acanthamoeba polyphaga mimivirus incluyó 1.262 ORF putativos.","anotación de Acanthamoeba polyphaga mimivirus","tiene_valor_medido","1.262 ORF putativos","expresa","S472 resumen; resultados","no evaluado","alta","El recuento depende de la versión de anotación publicada.","resuelta","vigente"
"C-961","La partícula publicada de Acanthamoeba polyphaga mimivirus mide aproximadamente 400 nm.","partícula de Acanthamoeba polyphaga mimivirus","tiene_valor_medido","aproximadamente 400 nm","expresa","S472 resumen; resultados","no evaluado","alta","El tamaño corresponde al aislamiento publicado. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-962","Los pandoravirus secuenciados por Philippe y colaboradores alcanzaron genomas de hasta 2,5 Mb y presentaron partículas ovoides.","Pandoravirus","tiene_valor_medido","genomas hasta 2,5 Mb; partículas ovoides","expresa","S473 resumen; resultados","no evaluado","alta","El máximo corresponde a las especies publicadas y no define a todo el clado. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-963","El genoma publicado de Medusavirus tiene 381 kb.","genoma de Medusavirus","tiene_valor_medido","381 kb","expresa","S222 resumen; resultados","no evaluado","alta","La cifra corresponde al aislamiento publicado. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-964","La anotación publicada de Medusavirus incluyó 461 proteínas putativas.","anotación de Medusavirus","tiene_valor_medido","461 proteínas putativas","expresa","S222 resumen; resultados","no evaluado","alta","El recuento depende de la anotación publicada.","resuelta","vigente"
"C-965","La cápside icosaédrica publicada de Medusavirus mide aproximadamente 260 nm.","cápside de Medusavirus","tiene_valor_medido","aproximadamente 260 nm","expresa","S222 resumen; resultados","no evaluado","alta","El tamaño corresponde al aislamiento publicado. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-966","Pithovirus sibericum presenta una partícula ovoide de aproximadamente 1,5 µm.","partícula de Pithovirus sibericum","tiene_valor_medido","aproximadamente 1,5 µm","expresa","S474 resumen; resultados","no evaluado","alta","El tamaño de partícula se mantiene separado del genoma y de la edad del sedimento. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-967","El genoma publicado de Pithovirus sibericum tiene aproximadamente 610 kbp.","genoma de Pithovirus sibericum","tiene_valor_medido","aproximadamente 610 kbp","expresa","S474 resumen; resultados","no evaluado","alta","La cifra se mantiene separada del tamaño de partícula.","resuelta","vigente"
"C-968","Las mediciones registradas para mimivirus, pandoravirus, medusavirus y pitovirus muestran que «virus gigante» no designa un tamaño genómico ni una morfología únicos.","mimivirus, pandoravirus, medusavirus y pitovirus","se_distingue_de*","tamaños genómicos y morfologías diferentes","sintesis(C-917, C-959, C-960, C-961, C-962, C-963, C-964, C-965, C-966, C-967)","C-917; C-959–C-967","no evaluado","alta","Cada premisa conserva aislamiento, anotación, unidad y localizador; la síntesis no infiere un tamaño ancestral ni universal. La clave se intercambió con la antigua C-919 para mantener las dependencias anteriores a la síntesis.","resuelta","vigente"
"C-969","Ichthyophonus, Abeoforma, Pirum, Entamoeba, Pelomyxa y Mastigamoeba no constituyen una categoría ecológica única.","seis comparandos ecológicos","se_distingue_de*","patógenos, asociaciones inciertas, fagótrofos parasíticos y amebas anaerobias","sintesis(C-934, C-935, C-936, C-952, C-954, C-955)","S468–S471; S475; S231–S233","no evaluado","alta","La clasificación se apoya en observaciones primarias por organismo y conserva las relaciones no resueltas.","resuelta","vigente"
"C-970","Los linajes Cryptomycota y Microsporidia examinados por S214 presentan modos de vida parasitarios.","Cryptomycota y Microsporidia examinadas por S214","posee_rasgo","modos de vida parasitarios","expresa","S214 resumen; introducción","no evaluado","alta","El rasgo ecológico se registra aparte de la relación filogenética para no fundir dos predicados. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-971","Opisthokonta contiene coanoflagelados bacterívoros, holozoos depredadores de eucariotas, asociaciones mutualistas externas y holomicetos parásitos en ramas distintas.","Opisthokonta actual","posee_rasgo","diversidad de modos tróficos observados en ramas distintas","sintesis(C-851, C-884, C-892, C-900, C-970)","S200 introducción; S129 resumen; S210 resumen; S214 discusión","no evaluado","media","La síntesis se limita a modos documentados por premisas explícitas y no reconstruye por sí sola los estados ancestrales.","parcialmente resuelta","vigente"
"C-972","Una endosimbiosis se define por la localización de un organismo dentro de otro y no por que la interacción sea beneficiosa para ambos.","endosimbiosis","clasificado_como_por","asociación intracelular, con independencia del signo de aptitud","expresa","S230 tesis general [sin localizar con mayor precisión]; S240 introducción","no evaluado","media","La definición separa geometría celular de efecto ecológico.","resuelta","vigente"
"C-973","Simbiosis incluye mutualismo, comensalismo y parasitismo en su uso biológico amplio.","simbiosis","posee_circunscripcion*","interacciones persistentes de signo positivo, neutro o negativo","expresa","S230 tesis general [sin localizar con mayor precisión]; S267 introducción","no evaluado","alta","La literatura de endosimbiontes usa el término para resultados de aptitud distintos.","resuelta","vigente"
"C-974","Transmisión vertical designa el paso del socio a la descendencia del hospedador.","transmisión vertical","clasificado_como_por","herencia del socio a través de reproducción del hospedador","expresa","S229 p. 3, sección “Modes and routes of symbiont transmission”","no evaluado","alta","La tesis define literalmente la transmisión vertical como herencia desde la generación parental; el pasaje y la página fueron verificados en el PDF oficial de DASH.","resuelta","vigente"
"C-975","Transmisión horizontal designa la adquisición del socio desde otros hospedadores o desde el ambiente.","transmisión horizontal","clasificado_como_por","adquisición no ligada exclusivamente a la descendencia directa","expresa","S229 p. 3, sección “Modes and routes of symbiont transmission”; S268 introducción","no evaluado","media","S229 define la adquisición desde el ambiente y S268 documenta saltos entre hospedadores; la fila parafrasea conjuntamente ambos alcances.","resuelta","vigente"
"C-976","En este corpus, transferencia génica endosimbiótica designa el movimiento de ADN desde un endosimbionte u orgánulo hacia el genoma del hospedador.","transferencia génica endosimbiótica","clasificado_como_por","convención operativa: movimiento de genes desde endosimbionte u orgánulo al hospedador","glosa","n/a","no evaluado","media","Es una convención terminológica propia del corpus.","resuelta","vigente"
"C-977","La transferencia génica horizontal no exige que el donante sea un endosimbionte estable.","transferencia génica horizontal","se_distingue_de*","transferencia génica endosimbiótica","sintesis(C-976)","S291 introducción; S293 tesis general","consenso amplio","alta","El mecanismo puede operar mediante presas, vectores, etapas vulnerables u otras asociaciones.","resuelta","vigente"
"C-978","La transmisión vertical, la transmisión horizontal y la transferencia génica endosimbiótica son dimensiones separables de una asociación.","grado de integración","posee_dimensiones*","transmisión vertical, transmisión horizontal y transferencia génica endosimbiótica","sintesis(C-974, C-975, C-976)","C-974; C-975; C-976","no evaluado","media","La síntesis se restringe a esas tres definiciones. La dependencia, la reducción genómica y la importación proteica de la versión compuesta anterior no se descartan: se retiraron de esta fila por no atomicidad y permanecen trazadas por separado en C-989, C-1050, C-1088, C-1119 y C-1165.","resuelta","vigente"
"C-979","No existe un único umbral universalmente aceptado que transforme toda endosimbiosis en orgánulo.","límite endosimbionte-orgánulo","tiene_estado*","sin criterio universal único","expresa","S242 discusión; S246 discusión; S282 revisión [sin localizar con mayor precisión]","no evaluado","media","Los autores ponderan de forma distinta control del hospedador, transmisión, importación y autonomía.","sin resolver","vigente"
"C-980","La tipología de esta sección ordena desenlaces observados sin tratarlos como una secuencia obligatoria.","tipología de desenlaces","no_implica*","progresión evolutiva lineal","glosa","n/a","no evaluado","alta","Los casos muestran pérdidas, reemplazos, asociaciones temporales y rutas paralelas.","resuelta","vigente"
"C-981","El contacto sin consecuencia detectable es un desenlace operacional acotado al rasgo, ensayo y condiciones evaluados.","contacto sin consecuencia detectable","tiene_limitacion_probatoria*","no permite inferir ausencia universal de efecto","glosa","n/a","no evaluado","alta","Un resultado nulo para inducción de rosetas no excluye consumo, señalización u otros efectos no medidos.","parcialmente resuelta","vigente"
"C-982","En el panel de Alegado et al., las cepas no pertenecientes a Bacteroidetes que fueron ensayadas no indujeron rosetas de Salpingoeca rosetta, mientras 15 cepas de Algoriphagus y seis Bacteroidetes adicionales sí lo hicieron.","cepas bacterianas ensayadas por Alegado et al.","induce_rosetas*","resultado nulo fuera de Bacteroidetes para el extremo de inducción ensayado","expresa","S201 resultados; fig. 1 y suplemento","no evaluado","media","El nulo se limita a inducción de rosetas en ese panel y no significa contacto biológicamente inconsecuente en general.","resuelta","vigente"
"C-983","Lenisia limosa fagocita bacterias del género Alteromonas.","Lenisia limosa","depreda_a","Alteromonas","expresa","S210 fig. 1 y microscopía","no evaluado","alta","La captura mediante pseudópodos fue observada directamente.","resuelta","vigente"
"C-984","Microsporidia son parásitos intracelulares obligados de otros eucariotas.","Microsporidia","clasificado_como_por","parásitos intracelulares obligados","expresa","S269 resumen","no evaluado","alta","La dependencia intracelular y la patogenicidad están observadas en múltiples especies.","resuelta","vigente"
"C-985","Hatena arenicola adquiere temporalmente una célula de Nephroselmis por ingestión.","Hatena arenicola","asociación_no_heredable_con*","Nephroselmis","expresa","S249 resultados; S250 resultados","no evaluado","alta","La adquisición fue observada por microscopía y puede repetirse desde el ambiente.","resuelta","vigente"
"C-986","La asociación Lenisia limosa–Arcobacter se mantiene en cultivo pero no tiene transmisión vertical demostrada.","Lenisia limosa–Arcobacter","posee_rasgo","asociación estable sin herencia vertical demostrada","sintesis(C-974, C-975)","S210 resultados; S225 resultados","no evaluado","media","La persistencia es observable; la ruta de herencia entre generaciones celulares no fue demostrada.","parcialmente resuelta","vigente"
"C-987","Algunos metanógenos de ciliados anaerobios persisten durante división celular y estadios de quiste.","metanógenos endosimbióticos de ciliados anaerobios","posee_rasgo","transmisión vertical documentada","expresa","S236 resultados","no evaluado","baja","La persistencia y los experimentos de transfaunación apoyaron herencia vertical en los taxones estudiados.","parcialmente resuelta","vigente"
"C-988","Buchnera aphidicola y los áfidos mantienen una dependencia nutricional obligada.","áfido–Buchnera aphidicola","posee_rasgo","dependencia mutua obligada","expresa","S266 tesis general [sin localizar con mayor precisión]","no evaluado","media","Buchnera no se cultiva fuera del hospedador y aporta nutrientes esenciales.","resuelta","vigente"
"C-989","Paulinella chromatophora posee genes de origen cromatofórico en el núcleo y dirige proteínas de vuelta al cromatóforo.","Paulinella chromatophora","posee_rasgo","transferencia génica endosimbiótica e importación proteica","expresa","S243 resultados; S244 resultados","no evaluado","alta","Se identificaron genes nucleares, expresión y productos destinados al compartimento.","resuelta","vigente"
"C-990","Los nucleomorfos son núcleos reducidos de algas incorporadas por endosimbiosis secundaria.","nucleomorfo","clasificado_como_por","núcleo endosimbiótico extremadamente reducido","expresa","S258 introducción; S259 resumen","consenso amplio","alta","Su genoma eucariota residual y su posición celular documentan el origen.","resuelta","vigente"
"C-991","Monocercomonoides exilis perdió por completo el orgánulo derivado de la mitocondria.","Monocercomonoides exilis","pierde_rasgo","orgánulo derivado de la mitocondria","expresa","S275 resumen; S276 resultados","no evaluado","media","Búsquedas genómicas y celulares no recuperaron maquinaria ni compartimento mitocondrial.","resuelta","vigente"
"C-992","No se localizó un caso inequívoco en que el mismo endosimbionte obligado y genómicamente reducido recuperara una existencia libre autónoma.","ruptura con recuperación de vida libre por el mismo linaje reducido","tiene_caso_documentado*","NO LOCALIZADO EN ESTA SESIÓN","glosa","BN-038","no evaluado","desconocida","Pérdida, reemplazo, extinción o cultivo transitorio del socio no demuestran reversión evolutiva del mismo linaje a vida libre.","información insuficiente","vigente"
"C-993","Lenisia limosa es un breviado anaerobio cultivado con epibiontes de Arcobacter.","Lenisia limosa","es_huesped_de","Arcobacter epibionte","expresa","S210 resumen y resultados","no evaluado","alta","El sistema fue mantenido en cultivo y examinado por microscopía y secuenciación.","resuelta","vigente"
