"id_revision","estrato","clave_matriz","tipo_revision","seleccion","resultado","revisor_independiente","declaracion_independencia","fecha","evidencia","accion","estado_cierre","huella_objeto_sha256"
"REV-00939","AFIRMACION","C-1015","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","bd2da37ba1720d12cf2d4954406afc1ff95b7b132bf02118b23b146218285509"
"REV-00940","AFIRMACION","C-1023","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","3c373e51532e6a0577ba9437ed2b42a5a06e429aed19bf60f07c929e40f2492a"
"REV-00941","AFIRMACION","C-1033","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","369dfdae25e0d878d6c4be94b05a45aef3b750094c51a361124898a0322c4b5f"
"REV-00942","AFIRMACION","C-1037","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","979d9fa184fffac604e9512d834de5690c563ff9e7cb218e751c47e6fbe4aee8"
"REV-00943","AFIRMACION","C-1040","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","7e6afa2dc9debdedc8729e1a4f9886f720f961d3924ff6fe5aa67c14d79ab180"
"REV-00944","AFIRMACION","C-1043","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","5eb7626f860b19561aca479f24beb758096f260d3e15e989afd98eafa5dc83d1"
"REV-00945","AFIRMACION","C-1044","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","a6c56461d2d995ff3681b930909e18cba72d4ae646ee0651a98856012d7e2a09"
"REV-00946","AFIRMACION","C-1047","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","edd98c976a3105d99ae6d4421b0962dafbd0b8d2d8c5857122982825aa0aad36"
"REV-00947","AFIRMACION","C-1052","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","5568ef5cf8009676147588d396b202b90df1efe1681cbd8d6ff0ffae8cd455a1"
"REV-00948","AFIRMACION","C-1056","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","15033ace75f98bfaa84bbfdbdf4a98bc64eb72e3aa13e0514c1b9ecafc9b5bb1"
"REV-00949","AFIRMACION","C-1058","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","eb8f27684089074ce5cad2a554d30f80b7a604ebea700596c65c138fe02877ed"
"REV-00950","AFIRMACION","C-1062","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","1d66f18d8ab86085664ce6914932798c60dcfc97ac50081dbb63ab0352db2721"
"REV-00951","AFIRMACION","C-1063","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","261fb9e86f6c4edb75d6621454eeb7ac582dd4d14e9a5551eac6aa2cc3417430"
"REV-00952","AFIRMACION","C-1066","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","aa9279b591160e69485ca1ab1d0b58834d7e677a84212490bf36c33887da30f7"
"REV-00953","AFIRMACION","C-1068","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","9ce19355a752102a9a8b624be5ef98b51f0ff21e787890c391f9a19e2c71d474"
"REV-00954","AFIRMACION","C-1069","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","3d353eab023a8c791188799eaa69e0f04885c69a90813f02dcc6976c4c94af1d"
"REV-00955","AFIRMACION","C-1070","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","bad04ee8115ca73f9c6a824b2fd3aef78a5f320bbc2b3bd3a482fbdce0dcd570"
"REV-00956","AFIRMACION","C-1073","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","a911a3298aeed6866ca5014ca9342612f3d8eb64bfe123da4350b13d22a5dc4d"
"REV-00957","AFIRMACION","C-1077","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","cd052fdc46ab443971594f159288c1145118c4c8e9948053912386320614c16b"
"REV-00958","AFIRMACION","C-1081","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","383c3e96ca239ecb149ff256c4c130c74556e05584dd78f73d24960620b29723"
"REV-00959","AFIRMACION","C-1084","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","227398fdba036b18f077a8d874ec12d8b743c4452438f04f813a4163a239f31a"
"REV-00960","AFIRMACION","C-1085","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","5e5f6d0b1bd6744ca266979800b89a67c109da972a70975df8fdd13136e395d2"
"REV-00961","AFIRMACION","C-1087","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","1707b3476e3d3fab088b8ac1e06a0095a75110c2e8bcaa59a5d6785cfa596aa0"
"REV-00962","AFIRMACION","C-1089","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","2873a65bb502d59f9458b5b1fee0aa010f5eb1eba273b57f3e6f6b228fae4dab"
"REV-00963","AFIRMACION","C-1092","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","a50cb4359ce466922e41185aaed23affb71928b61966091be7e23c2ea2453c5e"
"REV-00964","AFIRMACION","C-1093","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","52bef0eba7c04df58746ad76e5e1a228b3c39d19f40ddd87d255c4987bc27f88"
"REV-00965","AFIRMACION","C-1095","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","b2ad5735c1df3ab4457448313cfcd631dc21ee5324951d96ee6d8f0e0987d229"
"REV-00966","AFIRMACION","C-1096","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","a5f84fb1ed3435b2f2061081d10f1d70cf7484bed994ec03e4d89a518089e71a"
"REV-00967","AFIRMACION","C-1098","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","eecbae9cf6d7f7b510ca441981b18286f173ed316c7c737d2c3f39d1b6604090"
"REV-00968","AFIRMACION","C-1104","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","30e6a200e4d0990b2236744f27d09bbfceb7c6a2432577c8068f15199f17fc16"
"REV-00969","AFIRMACION","C-1105","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","d453b5582f9978940a9116dc8d74523a82a32e96ccfff115bb67dfcfee88e79c"
"REV-00970","AFIRMACION","C-1106","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","0310d3f6385c4ce116eb871603fec53ccfb5c068d395198c6b64958268887edb"
"REV-00971","AFIRMACION","C-1112","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","1728015139bbf95a12101e3cffb272db89ef1abdb365afa59479e4f8da2b60a0"
"REV-00972","AFIRMACION","C-1114","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","9923feec816133021816cc9b755d567180f6901172f84f69d75e5ab7bac8dd6d"
"REV-00973","AFIRMACION","C-1115","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","9cbeb61f99171446f5fe133f9f634b98bb66960be8e39a59a716348de7e651b2"
"REV-00974","AFIRMACION","C-1118","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","e11e9a5cbc03a9678ba2d359d53125d06c2ddb3f7de8430d821a2cc1a177c072"
"REV-00975","AFIRMACION","C-1121","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","4d282425b38af0facea0a2a513596d9980430143bd85d6262fb225d4e5d89c34"
"REV-00976","AFIRMACION","C-1122","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","bdee588ecca315f1e2697481f8e72005fe6ae409689e66b0d208d53a95e9be3a"
"REV-00977","AFIRMACION","C-1123","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","fff9d3aa6aa6ef2fb4467316a75f6402c44bc44d6c5c6d147f006eb0ed331b33"
"REV-00978","AFIRMACION","C-1124","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","f4cd882b2c582d7d99a2351107d2d90aaf8df08dfee546fafeee0264501f9e5a"
"REV-00979","AFIRMACION","C-1125","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","b7c77684b76b4dbc74814bdbdccf03c2432bff945240f4b2f72da72043cc754e"
"REV-00980","AFIRMACION","C-1128","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","6a8687003ce9cbc7f52483b7066de6345a367491fb171e6c5c25a42d8b60759b"
"REV-00981","AFIRMACION","C-1130","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","66309313b040a8c52afff6c303500a731558c9383119c4e5009bc3c45fe6a4d6"
"REV-00982","AFIRMACION","C-1131","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","1e841ad96ae8690cd246c7dc2bdf7e0cd64b349baec0ded28d05a3994476af49"
"REV-00983","AFIRMACION","C-1135","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","c6d4d482646cfe1599196204d23d4f00c4c4105051e39965be9c0562615927f8"
"REV-00984","AFIRMACION","C-1140","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","a1dc1097daf15bde2fb207405c4260e51fb7119e4569d538c4e426e806ad3249"
"REV-00985","AFIRMACION","C-1142","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","4cc687dbc2be38a19c4f00348ebb23206a3c5e7c9713ade9906b63e2419a7d1d"
"REV-00986","AFIRMACION","C-1145","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","4165513acf172c8ef2d6b86f978823926bb68125a5c974b54e47a45d1e69c4a1"
"REV-00987","AFIRMACION","C-1147","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","364f3babf1980bd988dc36d3982908fb36a2a992f22065dba2e1360ddc35dbcd"
"REV-00988","AFIRMACION","C-1149","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","bc70cba03facebf6fecaf37832a2b2dbe72c7f78653a0dfaa3b1fe07adf28eeb"
"REV-00989","AFIRMACION","C-1151","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","c6e0b67ca723cebe9df863720e9acebce3d3ade5b5086b6935e808e76fd1dedc"
"REV-00990","AFIRMACION","C-1152","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","f5e8950b9f355bffd4ab4d48fb9fc74a67c194e7b08df5b8e03ef215dde4e183"
"REV-00991","AFIRMACION","C-1154","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","bc71197f17aad1eefb0da601c2a91f7c6e116838af3144450469a61de8a2248c"
"REV-00992","AFIRMACION","C-1157","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","9b54cc6bf914041af9381ec54e7726cae88e72acce9c7adb04b6bec4e57f1c72"
"REV-00993","AFIRMACION","C-1162","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","27dd6ee8770d6e05ddb32b754c521fb97d5f0a821057acb65d255e234bdf6504"
"REV-00994","AFIRMACION","C-1165","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","0b29ca964e0f50c16913a1f58a2d77c4dbdae2a71ea8fe635958ea6959768c5d"
"REV-00995","AFIRMACION","C-1167","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","5e9e475bfa12d78bee9ad6e40b71a317ed1148a16451cc8cd0bbc14c4d4ae57d"
"REV-00996","AFIRMACION","C-1170","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","833c98f3447e854797501fab8ca5b99090892b8f111f5c9868b665210c80858a"
"REV-00997","AFIRMACION","C-1185","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","3242c2675dc0a624b495f4a5c515851cccb8eafc1709e6eb64f834abba62ecc5"
"REV-00998","AFIRMACION","C-1186","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","1063e62d8546f949442f7d64f80e3a704427f39eef703f8b6c02593e8f65dab2"
"REV-00999","AFIRMACION","C-1188","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","e845fd7a8572ab7bc8b0d0aaf406c0947c29e9f0a5e1d3b63ce0eb3a7fb37802"
"REV-01000","AFIRMACION","C-1189","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","1bae0738dd1ee8b68b35176b287180628dbd36fe86da0528f53c0db3d8516380"
"REV-01001","AFIRMACION","C-1191","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","b83d7c209d04c75219b200cad212c88a11a36fd51c69e14729bccab5215f0746"
"REV-01002","AFIRMACION","C-1193","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","1d4a33f5d98e6101afb56f890f549a316dc7a59542f7f0a36f8998c6441368f5"
"REV-01003","AFIRMACION","C-1194","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","d5429aba037e6f9390dbed90f811d38b028dc805f165f5735e1ec5d758f7c6d0"
"REV-01004","AFIRMACION","C-1200","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","72b0052d7f044bd79fd399fab2c0a1f1bce4444c2c9a20d21ff0e9a1d39dffce"
"REV-01005","AFIRMACION","C-1203","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","a58b8c18d4f60d65a3d86ae2f281de0ad6d653934b8e3399207646ade9c41fdb"
"REV-01006","AFIRMACION","C-1209","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","416969df4c725fbfab6acdda8fd697650f45bbfcc2f77c0e6e2c4e7fdb9bf5b6"
"REV-01007","AFIRMACION","C-1211","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","e1498b482c71c426958ff736ed2029008b9897d41cfb22e83ebee4cc5ccb7c8d"
"REV-01008","AFIRMACION","C-1213","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","248d98688f02146685ed4c3a95e41586ed33f9e35df4dc8e91ac2bfab66048ea"
"REV-01009","AFIRMACION","C-1214","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","6119b36352a3dbe77b5e893d00a2866355ed71bdae12442e372e89fe9e5a6dab"
"REV-01010","AFIRMACION","C-1217","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","2812a99c9510b1e9e380d8b6f63b71d454603c145f77c1646cd766e50669faf8"
"REV-01011","AFIRMACION","C-1227","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","ec1e2ce4fb4239823d94804add0f4e785166fed93631ddfc9668e61f2a2671c1"
"REV-01012","AFIRMACION","C-1228","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","3836e3e72c3db0d6263d1c70f5b93832bdae68d3041cb73fc4499e18530919d7"
