"clave_inicial","clave_final","metadatos_iniciales","metadatos_finales","identidad_bibliografica","tipo_inicial","tipo_final","estado_editorial","acceso","doi_url_inicial","doi_url_final","uso_inicial","uso_final","soporte_unico_inicial","soporte_unico_final","correcciones_retractaciones","veredicto_inicial","veredicto","severidad_inicial","accion_inicial","accion_final","evidencia_auditoria_inicial","evidencia_final","estado_hallazgo","fecha_verificacion","huella_inicial_sha256","huella_corpus_inicial_sha256","huella_final_sha256"
"S411","S411","CROSSREF VERIFICADA: título=Lynn Margulis and the endosymbiont hypothesis: 50 years later; autores=Michael W. Gray; año=2017; contenedor=Molecular Biology of the Cell; publisher=American Society for Cell Biology (ASCB)","autores=Gray; año=2017; título=Lynn Margulis and the endosymbiont hypothesis: 50 years later; publicación=Molecular Biology of the Cell","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1091/mbc.E16-07-0509","https://doi.org/10.1091/mbc.E16-07-0509","6 afirmaciones; 3 referencias con texto posterior a la clave (heurística; no valida el pasaje)","8 afirmaciones finales","SI: soporte único de 3 afirmaciones","SI: única S de 5 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 3 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1091/mbc.e16-07-0509: HTTP 200; metadatos sí; pasaje citado no inspeccionado","8 C finales citan la fuente; 5 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","07d4cb92db0eca6ddd6b2b8e805b676fd2b3a5391386b2fe2a5c62328e82ab9a","665afd6f777df72d731269c66842b65d9f8a3fe1a2698179057295ff0f1b0e78","92b5939f0fdfa6cbdf510921327c64b98e44bbe24857356bc5f8f5e1cb499856"
"S412","S412","CROSSREF VERIFICADA: título=Do early branching lineages signify ancestral traits?; autores=M CRISP; L COOK; año=2005; contenedor=Trends in Ecology &amp; Evolution; publisher=Elsevier BV","autores=Crisp y Cook; año=2005; título=Do early branching lineages signify ancestral traits?; publicación=Trends in Ecology & Evolution","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1016/j.tree.2004.11.010","https://doi.org/10.1016/j.tree.2004.11.010","12 afirmaciones; 4 referencias con texto posterior a la clave (heurística; no valida el pasaje)","12 afirmaciones finales","SI: soporte único de 2 afirmaciones","SI: única S de 2 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 2 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1016/j.tree.2004.11.010: HTTP 200; metadatos sí; pasaje citado no inspeccionado","12 C finales citan la fuente; 2 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","7e8380726c17078d723b178587dab8265ed80c435956c7a0e1e42daa50109fdf","69aabb73fdacb96cca93b6758df125147d71d87cfaa7a326c3dbfec8022561f8","fe8232ba5671fcfd1e42ccc75eb46d482c0bbd1933310c61675ea46b37742a3a"
"S413","S413","CROSSREF VERIFICADA: título=Tree thinking for all biology: the problem with reading phylogenies as ladders of progress; autores=Kevin E. Omland; Lyn G. Cook; Michael D. Crisp; año=2008; contenedor=BioEssays; publisher=Wiley","autores=Omland, Cook y Crisp; año=2008; título=Tree thinking for all biology: the problem with reading phylogenies as ladders of progress; publicación=BioEssays","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1002/bies.20794","https://doi.org/10.1002/bies.20794","7 afirmaciones; 0 referencias con texto posterior a la clave (heurística; no valida el pasaje)","7 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CONFORME","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","CONSERVADA; uso final recalculado sin alterar su identidad.","GET api.crossref.org/works/10.1002/bies.20794: HTTP 200; metadatos sí; pasaje citado no inspeccionado","7 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","cccea59d00e59bfd860023b80289e5d246e6f6f942d3b54aea636fbc92de51c6","dc0ec0eb61017f1bbade7becdc34c9e3c36649e73169abfc51cf7e0e7bb5f78b","dc0ec0eb61017f1bbade7becdc34c9e3c36649e73169abfc51cf7e0e7bb5f78b"
"S414","S414","URL RESOLUBLE HTTP 200; título HTML=Biology’s First Law; URL final=https://press.uchicago.edu/ucp/books/book/chicago/B/bo8642428.html; identidad/acceso contrastados en University of Chicago Press","autores=McShea y Brandon; año=2010; título=Biology’s First Law: The Tendency for Diversity and Complexity to Increase in Evolutionary Systems; publicación=University of Chicago Press","COINCIDE por University of Chicago Press; la ausencia o brevedad de Crossref/HTML no implica identidad no verificable","registrado=capítulo o libro; metadato externo=no inferido desde URL","capítulo o libro","SIN ALERTA AUTOMÁTICA LOCALIZADA; Crossref no sustituye Crossmark ni revisión editorial manual","REGISTRO OFICIAL/INSTITUCIONAL RESOLUBLE (University of Chicago Press); PASAJE NO INSPECCIONADO EN ESTA PASADA","https://press.uchicago.edu/ucp/books/book/chicago/B/bo8642428.html","https://press.uchicago.edu/ucp/books/book/chicago/B/bo8642428.html","5 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","5 afirmaciones finales","SI: soporte único de 4 afirmaciones","SI: única S de 4 afirmaciones","SIN ALERTA AUTOMÁTICA LOCALIZADA; Crossref no sustituye Crossmark ni revisión editorial manual","CORREGIR","CORREGIDA","P2","CONSERVAR identidad y acceso; etiquetar soporte único de 4 afirmaciones y verificar el pasaje","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET https://press.uchicago.edu/ucp/books/book/chicago/B/bo8642428.html: HTTP 200; metadatos de página sí; pasaje citado no inspeccionado","5 C finales citan la fuente; 4 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","3d83ff4d238af1c19d5dd5c9bb9ec5a373339bbc60124bfd03ca52f5bea1a79c","c840e7559cb9a5d6ab1176cdf22065971d576412aea5c5962bf15c5b96ee0c03","e9facfee8cdf8bf157e04df1f2674ae1b27103c03b2dc843a908fa974342f726"
"S415","S415","CROSSREF VERIFICADA: título=Rethinking Living Fossils; autores=Scott Lidgard; Alan C Love; año=2018; contenedor=BioScience; publisher=Oxford University Press (OUP)","autores=Lidgard y Love; año=2018; título=Rethinking Living Fossils; publicación=BioScience","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1093/biosci/biy084","https://doi.org/10.1093/biosci/biy084","6 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","6 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1093/biosci/biy084: HTTP 200; metadatos sí; pasaje citado no inspeccionado","6 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","ad787c057d97ac914428ab1f4b539561de807b1067c2338d55be40176fde2138","995d9ae73cfe642a38b5e9aeb2b2b2a7b8aa94e7d0305bcc9def7e39743a8831","e468d7dacedcfa92ed05baa2d0640faec6c29e353703fee701e14ddf3c02c13c"
"S416","S416","CROSSREF VERIFICADA: título=Norms of evidence in the classification of living fossils; autores=Beckett Sterner; año=2023; contenedor=Frontiers in Ecology and Evolution; publisher=Frontiers Media SA","autores=Sterner, Beckett; año=2023; título=Norms of evidence in the classification of living fossils; publicación=Frontiers in Ecology and Evolution","DISCREPA (similitud_título=0.327; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.3389/fevo.2023.1198224","https://doi.org/10.3389/fevo.2023.1198224","5 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","5 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P0","CORREGIR título bibliográfico para que coincida con el DOI; reauditar las afirmaciones porque el título actual corresponde a otro trabajo","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.3389/fevo.2023.1198224: HTTP 200; metadatos sí; pasaje citado no inspeccionado","5 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","ffc2a177d8674050a1ca796e735faffb10cc6a88521920a76453f2e22f39cf1b","86fee9d404dd6969533a21191ef84b4a998ac2b187d5360195b1e7edf76eb2f1","bbcd7b59ff9293b04182832dd34edc9ccef1e38fabe4eaa9a2ca49c4e1cf6457"
"S417","S417","CROSSREF VERIFICADA: título=Darwin’s “Extreme” Imperfection?; autores=Anastasia Thanukos; año=2009; contenedor=Evolution: Education and Outreach; publisher=Springer Science and Business Media LLC","autores=Thanukos; año=2009; título=Darwin’s “Extreme” Imperfection?; publicación=Evolution: Education and Outreach","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1007/s12052-008-0105-0","https://doi.org/10.1007/s12052-008-0105-0","5 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","5 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1007/s12052-008-0105-0: HTTP 200; metadatos sí; pasaje citado no inspeccionado","5 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","68e78c2c2a6d15ea8b8ef50d6fe15072736ff13dea5c898a9acb5343597332b0","43185678e4c820221f2b151be4e51896f0ec4609a1e8fc79aa5beca772b6fc5f","4893c130206d1896e0f66289496c5b05f96e4c2ea0cd73a7552433300498925d"
"S418","S418","CROSSREF VERIFICADA: título=Lamarck, Evolution, and the Inheritance of Acquired Characters; autores=Richard W Burkhardt; año=2013; contenedor=Genetics; publisher=Oxford University Press (OUP)","autores=Burkhardt; año=2013; título=Lamarck, Evolution, and the Inheritance of Acquired Characters; publicación=Genetics","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1534/genetics.113.151852","https://doi.org/10.1534/genetics.113.151852","1 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","1 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CORREGIDA","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1534/genetics.113.151852: HTTP 200; metadatos sí; pasaje citado no inspeccionado","1 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","0345c03c82aa163a11c7f01a49a6079346a47cba4d88edf44d8897f3b92c7c55","6f5cd04c71d4710e980da8bf763493ed7d8e2a0fcd8ad4c683018787f052bd5e","93eb654d7bd9fedff70b295b4dab1b8a607a9ae13be8c54e3a4e0948f58c3844"
"S419","S419","URL RESOLUBLE HTTP 200; título HTML=Jean-Baptiste Lamarck (1744-1829); URL final=https://ucmp.berkeley.edu/history/lamarck.html; identidad/acceso contrastados en University of California Museum of Paleontology","autores=University of California Museum of Paleontology; año=2026; título=Jean-Baptiste Lamarck (1744–1829); publicación=UCMP","COINCIDE por University of California Museum of Paleontology; la ausencia o brevedad de Crossref/HTML no implica identidad no verificable","registrado=divulgación o blog; metadato externo=no inferido desde URL","divulgación o blog","SIN ALERTA AUTOMÁTICA LOCALIZADA; Crossref no sustituye Crossmark ni revisión editorial manual","REGISTRO OFICIAL/INSTITUCIONAL RESOLUBLE (University of California Museum of Paleontology); PASAJE NO INSPECCIONADO EN ESTA PASADA","https://ucmp.berkeley.edu/history/lamarck.html","https://ucmp.berkeley.edu/history/lamarck.html","3 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","3 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","SIN ALERTA AUTOMÁTICA LOCALIZADA; Crossref no sustituye Crossmark ni revisión editorial manual","CORREGIR","CORREGIDA","P2","CONSERVAR identidad y acceso; etiquetar soporte único de 1 afirmaciones y verificar el pasaje","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET https://ucmp.berkeley.edu/history/lamarck.html: HTTP 200; metadatos de página sí; pasaje citado no inspeccionado","3 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","29746c8a566c9bc06438e6ed3ac991d6c6818c7ca6487c81633ece42958f45cf","83fac80911613272e0bcf773b21d3cd204e947e0a52546a590cc05116fddc020","f3c0a1d83a743ff88b8f96a30680675772531116b370a5041e2debb12abd1b96"
"S420","S420","CROSSREF VERIFICADA: título=The History of the Terms Prokaryotes and Eukaryotes; autores=Friedrich Katscher; año=2004; contenedor=Protist; publisher=Elsevier BV","autores=Katscher; año=2004; título=The History of the Terms Prokaryotes and Eukaryotes; publicación=Protist","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1078/143446104774199637","https://doi.org/10.1078/143446104774199637","1 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","0 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CONFORME","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","CONSERVADA; uso final recalculado sin alterar su identidad.","GET api.crossref.org/works/10.1078/143446104774199637: HTTP 200; metadatos sí; pasaje citado no inspeccionado","0 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","c85b4e02de9c97acca015dfac7e102e8c2011aa3ca5945732f1c8f4660ecd83f","596b4f112095f1b1d1325ece056928a01bc7451d655c2617f7ec87061b709a3b","596b4f112095f1b1d1325ece056928a01bc7451d655c2617f7ec87061b709a3b"
"S421","S421","CROSSREF VERIFICADA: título=The Closest Unicellular Relatives of Animals; autores=B.F. Lang; C. O'Kelly; T. Nerad; M.W. Gray; G. Burger; año=2002; contenedor=Current Biology; publisher=Elsevier BV","autores=Lang, O’Kelly, Nerad, Gray y Burger; año=2002; título=The closest unicellular relatives of animals; publicación=Current Biology","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1016/S0960-9822(02)01187-9","https://doi.org/10.1016/S0960-9822(02)01187-9","2 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","2 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1016/s0960-9822(02)01187-9: HTTP 200; metadatos sí; pasaje citado no inspeccionado","2 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","fd15a8a820ded2a8686fbc31018e6a429704437e42d7c34adedb1792ee6c6d5e","7a5ca8902bcc88f55af1f29536680e7dd8aded41153657fff8c9f005038b0d80","b44416c4de5f3421b2c03bb31735ad2ac8c85eb19d38150750a72326f75a22cd"
"S422","S422","CROSSREF VERIFICADA: título=Protozoa, protista, protoctista: What's in a name?; autores=Lynn J. Rothschild; año=1989; contenedor=Journal of the History of Biology; publisher=Springer Science and Business Media LLC","autores=Rothschild; año=1989; título=Protozoa, Protista, Protoctista: what’s in a name?; publicación=Journal of the History of Biology","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1007/BF00139515","https://doi.org/10.1007/BF00139515","6 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","6 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CORREGIDA","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1007/bf00139515: HTTP 200; metadatos sí; pasaje citado no inspeccionado","6 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","de4eb2bb28afb9f79839405ea0b482ec02d79990e6a71cff798ab4d3421537fb","81e27408c1c4d319424f736c12859ba075ba579d790d4184af53da78efabe3c8","614041888dd53c8840810e3edf3e47515bb95869342a7580eedb17759fba35e6"
"S423","S423","CROSSREF VERIFICADA: título=Understanding Evolutionary Trees; autores=T. Ryan Gregory; año=2008; contenedor=Evolution: Education and Outreach; publisher=Springer Science and Business Media LLC","autores=Gregory; año=2008; título=Understanding Evolutionary Trees; publicación=Evolution: Education and Outreach","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1007/s12052-008-0035-x","https://doi.org/10.1007/s12052-008-0035-x","4 afirmaciones; 0 referencias con texto posterior a la clave (heurística; no valida el pasaje)","4 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CONFORME","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","CONSERVADA; uso final recalculado sin alterar su identidad.","GET api.crossref.org/works/10.1007/s12052-008-0035-x: HTTP 200; metadatos sí; pasaje citado no inspeccionado","4 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","1794efe7cced3e11b6484fddfffcf9a4f55d12219181777d95a2b01baf8bb321","d7e1b1552b06bf41fdba20788a76bb5654ad1476a0d9cb3f40aa69c8b2c89704","d7e1b1552b06bf41fdba20788a76bb5654ad1476a0d9cb3f40aa69c8b2c89704"
"S424","S424","CROSSREF VERIFICADA: título=Clonal-aggregative multicellularity tuned by salinity in a choanoflagellate; autores=Núria Ros-Rocher; Josean Reyes-Rivera; Uzuki Horo; Chantal Combredet; Yeganeh Foroughijabbari; Ben T. Larson; Maxwell C. Coyle; Erik A. T. Houtepen; Mark J. A. Vermeij; Jacob L. Steenwyk; Thibaut Brunet; año=2026; contenedor=Nature; publisher=Springer Science and Business Media LLC","autores=Ros-Rocher, N. et al.; año=2026; título=Clonal-aggregative multicellularity tuned by salinity in a choanoflagellate; publicación=Nature 651:974–985","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1038/s41586-026-10137-y","https://doi.org/10.1038/s41586-026-10137-y","15 afirmaciones; 13 referencias con texto posterior a la clave (heurística; no valida el pasaje)","15 afirmaciones finales","SI: soporte único de 11 afirmaciones","SI: única S de 11 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 11 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1038/s41586-026-10137-y: HTTP 200; metadatos sí; pasaje citado no inspeccionado","15 C finales citan la fuente; 11 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","b0444fd038b6f80ca866372ebead2ce4a1c7731fe69e6ed379c1b7f704c1bde8","b5f35ce80b25f7132774c9155cffba8406ea6f3d3eadfc8c30adc538ff8c0a0f","7240fb007aa8848d7dbbd7297bcddcec3595c282e9ee8c80ba4413a21464deaf"
"S425","S425","CROSSREF VERIFICADA: título=The nuclear-to-cytoplasmic ratio drives cellularization in the close animal relative Sphaeroforma arctica; autores=Marine Olivetta; Omaya Dudin; año=2023; contenedor=Current Biology; publisher=Elsevier BV","autores=Olivetta, M. et al.; año=2023; título=The nuclear-to-cytoplasmic ratio drives cellularization in the close animal relative Sphaeroforma arctica; publicación=Current Biology 33:1593–1605.e7","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-preprint"":[{""asserted-by"":""object"",""id"":""10.1101/2023.01.19.524795"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1016/j.cub.2023.03.019","https://doi.org/10.1016/j.cub.2023.03.019","2 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","2 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={""has-preprint"":[{""asserted-by"":""object"",""id"":""10.1101/2023.01.19.524795"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1016/j.cub.2023.03.019: HTTP 200; metadatos sí; pasaje citado no inspeccionado","2 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","acdb37af638d9f870cd77070d29b9af7c58f69d620fabd390a1b7f04b3891bd4","8d6c2e1bd135dc95deb4ce94544552deaeac20ad29deafa1947dcf3d4ac46f65","1b2bfdb67cef241dd37e03d9edae23bf423628326fe54ffb41fc618e9b69796c"
"S426","S426","CROSSREF VERIFICADA: título=Development of ichthyosporeans sheds light on the origin of metazoan multicellularity; autores=Hiroshi Suga; Iñaki Ruiz-Trillo; año=2013; contenedor=Developmental Biology; publisher=Elsevier BV","autores=Suga, H. y Ruiz-Trillo, I.; año=2013; título=Development of ichthyosporeans sheds light on the origin of metazoan multicellularity; publicación=Developmental Biology 377:284–292","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1016/j.ydbio.2013.01.009","https://doi.org/10.1016/j.ydbio.2013.01.009","1 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","1 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CORREGIDA","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1016/j.ydbio.2013.01.009: HTTP 200; metadatos sí; pasaje citado no inspeccionado","1 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","1fe06c88d490f668f79ddd5cedc322d5c4f31ab94f9be117c086b7922aa43021","fac18d2df2e46df883c235d2775e9074dad088cee0f14836eb0312e0c1376a6b","ef5df96eb9c458a3465d03067f09e9d8fcda3227cfbdf3365531876f249c16aa"
