"id_requisito","seccion_prompt","ancla","requisito_literal","estado_inicial","estado_final","afirmaciones_iniciales","afirmaciones","tablas_iniciales","tablas","fuentes_iniciales","fuentes","busqueda_negativa_inicial","busqueda_negativa","accion_inicial","accion","evidencia_inicial","evidencia","huella_inicial_sha256"
"R-0245","11","L178","El estado de la cuestión y su evidencia: presencia del kit génico meiótico (SPO11, DMC1, MSH4, MSH5, HOP1, MND1, REC8 y los que la literatura añada) en linajes que se creían asexuales, y qué grado de aceptación tiene la conclusión de que el sexo es ancestral y universal en eucariotas.","PARCIAL","CUMPLE","C-1293–C-1408","C-1360–C-1481","table-49-11-11-vista-comparativa-de-clases-de-evidencia","table-49-11-11-vista-comparativa-de-clases-de-evidencia","S4; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","n/a","n/a","COMPLETAR «El estado de la cuestión y su evidencia: presencia del kit génico meiótico (SPO11, DMC1, MSH4, MSH5, HOP1, MND1, REC8 y los que la literatura añada) en linajes que se creían asexua…»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/012-11-11-sexo-meiosis-y-ciclo-vital.md; coincidencia léxica auditada=0.579; términos distintivos coincidentes=ancestral, asexuales, conclusion, estado, eucariotas, evidencia, linajes, meiotico, presencia, spo11, tiene; requiere verificación semántica humana","Ancla literal L178; destinos finales: C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486.","233b1bcd21f773c38170da50c17603812fc028d22e66dee911c1b5a66f569a69"
"R-0246","11","L178","Distingue meiosis de sexo, y ambos de recombinación.","CUMPLE","CUMPLE","C-1293–C-1408","C-1360–C-1481","table-49-11-11-vista-comparativa-de-clases-de-evidencia","table-49-11-11-vista-comparativa-de-clases-de-evidencia","S4; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «Distingue meiosis de sexo, y ambos de recombinación.» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/012-11-11-sexo-meiosis-y-ciclo-vital.md; coincidencia léxica auditada=0.750; términos distintivos coincidentes=ambos, meiosis, recombinacion; requiere verificación semántica humana","Ancla literal L178; destinos finales: C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486.","c16ee557b0fdde429285915a987de67359edc7afa1601d72e2756e40b29261c7"
"R-0247","11","L179","De dónde sale la meiosis: relación con la mitosis y con la maquinaria bacteriana de reparación por recombinación homóloga (RecA/Rad51).","CUMPLE","CUMPLE","C-1293–C-1408","C-1360–C-1481","table-49-11-11-vista-comparativa-de-clases-de-evidencia","table-49-11-11-vista-comparativa-de-clases-de-evidencia","S4; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «De dónde sale la meiosis: relación con la mitosis y con la maquinaria bacteriana de reparación por recombinación homóloga (RecA/Rad51).» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/012-11-11-sexo-meiosis-y-ciclo-vital.md; coincidencia léxica auditada=1.000; términos distintivos coincidentes=bacteriana, homologa, maquinaria, meiosis, mitosis, rad51, recombinacion, relacion, reparacion; requiere verificación semántica humana","Ancla literal L179; destinos finales: C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486.","7f38728bf5a1a9352dddfe1159e260b33d01822c46c67e2e926a7e4287189a7a"
"R-0248","11","L179","Qué se propone como función original: reparación, purga de mutaciones, generación de variación, resolución de ploidía.","CUMPLE","CUMPLE","C-1293–C-1408","C-1360–C-1481","table-49-11-11-vista-comparativa-de-clases-de-evidencia","table-49-11-11-vista-comparativa-de-clases-de-evidencia","S4; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «Qué se propone como función original: reparación, purga de mutaciones, generación de variación, resolución de ploidía.» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/012-11-11-sexo-meiosis-y-ciclo-vital.md; coincidencia léxica auditada=0.800; términos distintivos coincidentes=funcion, mutaciones, original, ploidia, propone, purga, reparacion, resolucion; requiere verificación semántica humana","Ancla literal L179; destinos finales: C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486.","6ea3ee10b8f66c1222960e76e11e80e422bcbc109c7576acd0687316c6b2e26a"
"R-0249","11","L179","Y separa las hipótesis sobre el origen de las hipótesis sobre el mantenimiento: no son lo mismo.","PARCIAL","CUMPLE","C-1293–C-1408","C-1360–C-1481","table-49-11-11-vista-comparativa-de-clases-de-evidencia","table-49-11-11-vista-comparativa-de-clases-de-evidencia","S4; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","n/a","n/a","COMPLETAR «Y separa las hipótesis sobre el origen de las hipótesis sobre el mantenimiento: no son lo mismo.»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/012-11-11-sexo-meiosis-y-ciclo-vital.md; coincidencia léxica auditada=0.600; términos distintivos coincidentes=hipotesis, mantenimiento, origen; requiere verificación semántica humana","Ancla literal L179; destinos finales: C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486.","9d67b017eef849b8f7e62e0c48132c75ae3c5d389c3333a69e273b320f638d56"
"R-0250","11","L180","Qué cuesta el sexo en un protista: el coste doble clásico y por qué no se aplica igual en linajes isógamos; coste de encontrar pareja, de la fusión, del ciclo de ploidía y del tiempo.","PARCIAL","CUMPLE","C-1293–C-1408","C-1360–C-1481","table-49-11-11-vista-comparativa-de-clases-de-evidencia","table-49-11-11-vista-comparativa-de-clases-de-evidencia","S4; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","n/a","n/a","COMPLETAR «Qué cuesta el sexo en un protista: el coste doble clásico y por qué no se aplica igual en linajes isógamos; coste de encontrar pareja, de la fusión, del ciclo de ploidía y del tiem…»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/012-11-11-sexo-meiosis-y-ciclo-vital.md; coincidencia léxica auditada=0.733; términos distintivos coincidentes=aplica, ciclo, clasico, coste, doble, fusion, isogamos, linajes, pareja, ploidia, tiempo; requiere verificación semántica humana","Ancla literal L180; destinos finales: C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486.","24c48a7864b10ae780b1bf8d8c5403f9d1b8bc04ce15450642bdadcf90232887"
"R-0251","11","L181","Tipos de apareamiento, singamia, cariogamia, ciclos haplonte, diplonte y haplodiplonte en el corredor y su entorno; origen de la anisogamia.","CUMPLE","CUMPLE","C-1293–C-1408","C-1360–C-1481","table-49-11-11-vista-comparativa-de-clases-de-evidencia","table-49-11-11-vista-comparativa-de-clases-de-evidencia","S4; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «Tipos de apareamiento, singamia, cariogamia, ciclos haplonte, diplonte y haplodiplonte en el corredor y su entorno; origen de la anisogamia.» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/012-11-11-sexo-meiosis-y-ciclo-vital.md; coincidencia léxica auditada=0.917; términos distintivos coincidentes=anisogamia, apareamiento, cariogamia, ciclos, corredor, diplonte, haplodiplonte, haplonte, origen, singamia, tipos; requiere verificación semántica humana","Ancla literal L181; destinos finales: C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486.","04e94856b3380ecef7d23ab41d3a56faad0b9b390274007cc9e5949890565995"
"R-0252","11","L182","Sexo críptico y parasexualidad en linajes tenidos por asexuales: cómo se detecta (firmas de recombinación en poblaciones) frente a cómo se observa.","CUMPLE","CUMPLE","C-1293–C-1408","C-1360–C-1481","table-49-11-11-vista-comparativa-de-clases-de-evidencia","table-49-11-11-vista-comparativa-de-clases-de-evidencia","S4; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «Sexo críptico y parasexualidad en linajes tenidos por asexuales: cómo se detecta (firmas de recombinación en poblaciones) frente a cómo se observa.» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/012-11-11-sexo-meiosis-y-ciclo-vital.md; coincidencia léxica auditada=0.818; términos distintivos coincidentes=asexuales, criptico, firmas, frente, linajes, observa, parasexualidad, poblaciones, recombinacion; requiere verificación semántica humana","Ancla literal L182; destinos finales: C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486.","20b82e3e094df1c38b1e1259a1cb50a2874ede19acc82556990214a77143b13b"
"R-0253","11","L183","Evidencia fósil de sexo: qué caracteres de Bangiomorpha se interpretan como esporas diferenciadas y qué fuerza tiene esa interpretación.","PARCIAL","CUMPLE","C-1293–C-1408","C-1360–C-1481","table-49-11-11-vista-comparativa-de-clases-de-evidencia","table-49-11-11-vista-comparativa-de-clases-de-evidencia","S4; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","n/a","n/a","COMPLETAR «Evidencia fósil de sexo: qué caracteres de Bangiomorpha se interpretan como esporas diferenciadas y qué fuerza tiene esa interpretación.»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/012-11-11-sexo-meiosis-y-ciclo-vital.md; coincidencia léxica auditada=0.500; términos distintivos coincidentes=bangiomorpha, esporas, evidencia, fosil, tiene; requiere verificación semántica humana","Ancla literal L183; destinos finales: C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486.","b2902bbab4d0c6b1059253dac008caf494ea8561499c3bcc25199df385d43190"
"R-0254","11","L184","Apareamiento inducido por señales externas: el caso documentado en coanoflagelados.","CUMPLE","CUMPLE","C-1293–C-1408","C-1360–C-1481","table-49-11-11-vista-comparativa-de-clases-de-evidencia","table-49-11-11-vista-comparativa-de-clases-de-evidencia","S4; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «Apareamiento inducido por señales externas: el caso documentado en coanoflagelados.» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/012-11-11-sexo-meiosis-y-ciclo-vital.md; coincidencia léxica auditada=1.000; términos distintivos coincidentes=apareamiento, coanoflagelados, documentado, externas, inducido, senales; requiere verificación semántica humana","Ancla literal L184; destinos finales: C-1360–C-1481; table-49-11-11-vista-comparativa-de-clases-de-evidencia; S77; S78; S133; S159; S160; S203; S346; S347; S348; S349; S350; S351; S352; S353; S354; S355; S356; S357; S358; S359; S360; S361; S362; S363; S364; S365; S366; S367; S368; S369; S370; S371; S372; S374; S375; S376; S486.","0518bb3c02959b1439fa5be3a867779776c46dd5bb34ecd3106a70b83a251177"
"R-0255","12","L188","Trata la multicelularidad como un problema con varias soluciones documentadas, no como un rasgo único.","NO_VERIFICABLE","CUMPLE","C-1409–C-1534","C-1482–C-1611; C-1614–C-1616; C-1668","table-51-12-1-1-vista-comparativa-de-rutas; table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado; table-53-12-7-1-tabla-comparativa-de-genomas; table-54-12-10-1-repertorio-funcional-localizado","table-51-12-1-1-vista-comparativa-de-rutas; table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado; table-53-12-7-1-tabla-comparativa-de-genomas; table-54-12-10-1-repertorio-funcional-localizado","S127; S129; S133; S134; S147; S200; S201; S204; S205; S206; S207; S208; S209; S213; S215; S352; S376; S424; S425; S426; S427; S428; S429; S430; S431; S432; S433; S434; S435; S436; S437; S438; S439; S440; S441; S442; S443; S445; S446; S458; S483; S484; S485","S127; S129; S133; S134; S147; S200; S201; S204; S205; S206; S207; S208; S209; S213; S215; S352; S376; S424; S425; S426; S427; S428; S429; S430; S431; S432; S433; S434; S435; S436; S437; S438; S439; S440; S441; S442; S443; S445; S446; S458; S483; S484; S485","n/a","n/a","REVISAR semánticamente «Trata la multicelularidad como un problema con varias soluciones documentadas, no como un rasgo único.» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a C-1482–C-1611; C-1614–C-1616; C-1668; table-51-12-1-1-vista-comparativa-de-rutas; table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado; table-53-12-7-1-tabla-comparativa-de-genomas; table-54-12-10-1-repertorio-funcional-localizado; S127; S129; S133; S134; S147; S200; S201; S204; S205; S206; S207; S208; S209; S213; S215; S352; S376; S424; S425; S426; S427; S428; S429; S430; S431; S432; S433; S434; S435; S436; S437; S438; S439; S440; S441; S442; S443; S445; S446; S458; S483; S484; S485. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md; coincidencia léxica auditada=0.125; términos distintivos coincidentes=multicelularidad; requiere verificación semántica humana","Ancla literal L188; destinos finales: C-1482–C-1611; C-1614–C-1616; C-1668; table-51-12-1-1-vista-comparativa-de-rutas; table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado; table-53-12-7-1-tabla-comparativa-de-genomas; table-54-12-10-1-repertorio-funcional-localizado; S127; S129; S133; S134; S147; S200; S201; S204; S205; S206; S207; S208; S209; S213; S215; S352; S376; S424; S425; S426; S427; S428; S429; S430; S431; S432; S433; S434; S435; S436; S437; S438; S439; S440; S441; S442; S443; S445; S446; S458; S483; S484; S485.","20441582bc4f084bee4c7b547a0d2953caf56da8de842adaf9e2d922f53ce9fd"
"R-0256","12","L190","Vía clonal por división sin separación: colonias y rosetas de coanoflagelados","CUMPLE","CUMPLE","C-1409–C-1534","C-1482–C-1611; C-1614–C-1616; C-1668","table-51-12-1-1-vista-comparativa-de-rutas; table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado; table-53-12-7-1-tabla-comparativa-de-genomas; table-54-12-10-1-repertorio-funcional-localizado","table-51-12-1-1-vista-comparativa-de-rutas; table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado; table-53-12-7-1-tabla-comparativa-de-genomas; table-54-12-10-1-repertorio-funcional-localizado","S127; S129; S133; S134; S147; S200; S201; S204; S205; S206; S207; S208; S209; S213; S215; S352; S376; S424; S425; S426; S427; S428; S429; S430; S431; S432; S433; S434; S435; S436; S437; S438; S439; S440; S441; S442; S443; S445; S446; S458; S483; S484; S485","S127; S129; S133; S134; S147; S200; S201; S204; S205; S206; S207; S208; S209; S213; S215; S352; S376; S424; S425; S426; S427; S428; S429; S430; S431; S432; S433; S434; S435; S436; S437; S438; S439; S440; S441; S442; S443; S445; S446; S458; S483; S484; S485","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «Vía clonal por división sin separación: colonias y rosetas de coanoflagelados» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-1482–C-1611; C-1614–C-1616; C-1668; table-51-12-1-1-vista-comparativa-de-rutas; table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado; table-53-12-7-1-tabla-comparativa-de-genomas; table-54-12-10-1-repertorio-funcional-localizado; S127; S129; S133; S134; S147; S200; S201; S204; S205; S206; S207; S208; S209; S213; S215; S352; S376; S424; S425; S426; S427; S428; S429; S430; S431; S432; S433; S434; S435; S436; S437; S438; S439; S440; S441; S442; S443; S445; S446; S458; S483; S484; S485. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md; coincidencia léxica auditada=0.833; términos distintivos coincidentes=clonal, coanoflagelados, division, rosetas, separacion; requiere verificación semántica humana","Ancla literal L190; destinos finales: C-1482–C-1611; C-1614–C-1616; C-1668; table-51-12-1-1-vista-comparativa-de-rutas; table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado; table-53-12-7-1-tabla-comparativa-de-genomas; table-54-12-10-1-repertorio-funcional-localizado; S127; S129; S133; S134; S147; S200; S201; S204; S205; S206; S207; S208; S209; S213; S215; S352; S376; S424; S425; S426; S427; S428; S429; S430; S431; S432; S433; S434; S435; S436; S437; S438; S439; S440; S441; S442; S443; S445; S446; S458; S483; S484; S485.","255c73f2e7bb60ed429c9849c7969065e6d88838559846b0f1931f037be2dbfd"
