"id_segmento","tipo","ruta","localizador","columna","contenido","sha256_contenido","afirmaciones","metodo_mapeo","estado_revision"
"TC-01272","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L61","n/a","Las pozas con láminas de Choanoeca flexa tuvieron una salinidad media de 62.1 ± 24.8 ppt y las pozas sin láminas 146.3 ± 95.7 ppt. [C-1504; S424 fig. 3e; resultados]","4ea5a3380909c8742367e01f292ae18770a776402942b2c309d400bd26b3b51b","C-1504","cita_en_segmento","REVISADA"
"TC-01273","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L63","n/a","La evaporación experimental durante cuatro días indujo disociación de láminas de Choanoeca flexa y la rehidratación restauró multicelularidad mediante división y agregación. [C-1505; S424 figs. 4a–e]","81e04b1e17f25f3005776a1a53d56798b9233b7a9fe9606288b25975ce5b5aed","C-1505","cita_en_segmento","REVISADA"
"TC-01274","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L65","n/a","Las cepas de Choanoeca flexa de pozas distintas mostraron reconocimiento que restringió la agregación entre ellas. [C-1506; S424 resumen; fig. 6]","def807426209487c52d1b34815243dd303824be0e1d146add56addbe32a6c19e","C-1506","cita_en_segmento","REVISADA"
"TC-01275","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L69","n/a","Sphaeroforma arctica crece como un cenocito antes de dividir su citoplasma en células hijas. [C-1507; S207 resumen; S208 resumen]","a3ac89e79efd84c2cb8bdae945636ce73985d712947895bf92d80a1744d9267d","C-1507","cita_en_segmento","REVISADA"
"TC-01276","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L71","n/a","Los ciclos nucleares de Sphaeroforma arctica duraron aproximadamente 11–12 h en las condiciones de cultivo publicadas. [C-1508; S207 fig. 1 y resultados]","e84ef4137b6409c23d6307d3554eac4f86d30c2f2751a5dc01b267e8fb059beb","C-1508","cita_en_segmento","REVISADA"
"TC-01277","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L73","n/a","El número de núcleos y el tamaño celular de Sphaeroforma arctica pueden desacoplarse experimentalmente. [C-1509; S207 resumen; figs. 2–4]","fe27ec7508841f5a50c72cd87ed8d09bc207ba0db877e5e1182ce018f4dd4ae8","C-1509","cita_en_segmento","REVISADA"
"TC-01278","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L75","n/a","Sphaeroforma arctica puede alcanzar 128 núcleos antes de la celularización en el ciclo descrito. [C-1510; S208 introducción; fig. 1]","75304a528e74773638ead760e8c84c92b86f00fb0478c653f5c4e1971c9676b0","C-1510","cita_en_segmento","REVISADA"
"TC-01279","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L77","n/a","La celularización de Sphaeroforma arctica depende de invaginaciones coordinadas de membrana asociadas con una red de actomiosina. [C-1511; S208 resumen; figs. 2–5]","c4c0eea349b7cddd5054b863935ada75d1665df1d0510be4c28eef982d81fe70","C-1511","cita_en_segmento","REVISADA"
"TC-01280","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L79","n/a","La celularización de Sphaeroforma arctica produce transitoriamente una capa de células polarizadas con organización comparable a un epitelio. [C-1512; S208 título; figs. 4–6]","9666e2e6b8e7f6572777cca33c5ebfd411a2af63884084e0590042ec35099d5a","C-1512","cita_en_segmento","REVISADA"
"TC-01281","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L81","n/a","La relación núcleo-citoplasma actúa como disparador de celularización en Sphaeroforma arctica bajo las manipulaciones publicadas. [C-1513; S425 resumen; figs. 2–5]","f4bbf4aacc1670f49d027125ed5793951e7d1acaa3c2b5f0c62c75fe99048c68","C-1513","cita_en_segmento","REVISADA"
"TC-01282","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L83","n/a","El disparo por relación núcleo-citoplasma en Sphaeroforma arctica no establece que el mismo mecanismo iniciara la multicelularidad animal. [C-1514; S425 discusión; S133 §Evolutionary implications]","778e368b3993e858f9a87913da05b3d19875311b8d3a7f397c74316f70f8dc01","C-1514","cita_en_segmento","REVISADA"
"TC-01283","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L85","n/a","Creolimax fragrantissima alterna una fase ameboide proliferativa con crecimiento cenocítico y liberación de células hijas. [C-1515; S209 figs. 1–2; S426 fig. 1]","c10c9eb616c2826e8fe6a469aeb99dacac07f74c457b1343b13a57e72d53137d","C-1515","cita_en_segmento","REVISADA"
"TC-01284","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L87","n/a","El genoma publicado de Creolimax fragrantissima abarca aproximadamente 45 Mb en 82 scaffolds. [C-1516; S209 tabla 1]","273047d42351594fff7f8dda6a86970ae776684bdd5026651fb525803238fb2f","C-1516","cita_en_segmento","REVISADA"
"TC-01285","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L89","n/a","La anotación publicada de Creolimax fragrantissima contiene 8,695 genes y un promedio de 6.5 intrones por gen. [C-1517; S209 tabla 1]","b8907899830a901a7b1de151e853d46bd79bded32272da703da2e562bdc45e5d","C-1517","cita_en_segmento","REVISADA"
"TC-01286","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L91","n/a","La expresión génica de Creolimax fragrantissima cambia ampliamente entre fases ameboide y cenocítica. [C-1518; S209 resultados; figs. 3–5]","b216758cfb959122d4cbc35abfa85435eeb1b323001959d3b47047e540c48047","C-1518","cita_en_segmento","REVISADA"
"TC-01287","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L93","n/a","La celularización de Sphaeroforma y el desarrollo cenocítico de Creolimax representan una ruta distinta de la agregación de células previamente independientes. [C-1519; S208; S209; S133 tabla comparativa]","24c83c3645245f582d1a4cc5536be2f81cfaceba44683f54ec9c5d2ccd41ecef","C-1519","cita_en_segmento","REVISADA"
"TC-01288","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L95","n/a","En Corallochytrium se ha descrito desarrollo mediante divisiones tipo clivaje y una arquitectura genómica muy pobre en intrones. [C-1520; S434 figs. 2 y 5; S129 suplemento]","e399a71767104430b44c43482fd2006fcd5ff6729a07e7080fc3edc00a8cbf3f","C-1520","cita_en_segmento","REVISADA"
"TC-01289","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L97","n/a","El genoma publicado de Corallochytrium limacisporum tiene 24.1 Mb y 7,535 genes predichos. [C-1521; S434 tabla de genomas y datos fuente]","f501afa13435343887c4b7c6f3c0ce9bf72e78ee321523e9fb3f53ebe5033f86","C-1521","cita_en_segmento","REVISADA"
"TC-01290","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L99","n/a","La densidad publicada para Corallochytrium fue 0.0 intrones por kbp de secuencia codificante en el conjunto analizado. [C-1522; S434 fig. 5 y datos fuente]","e8f22af43ff1ad3b297c97116442651e043ff556cdfb37c3c3deb3cbe1cd8f28","C-1522","cita_en_segmento","REVISADA"
"TC-01291","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L103","n/a","Capsaspora owczarzaki presenta estadios filopodial, agregativo y quístico en las condiciones de cultivo estudiadas. [C-1523; S206 figs. 2–3]","0d204fe0a48e9135d0822b5fbdfc4bb0f44ab8041d56e7bdd33a99355d4f30e3","C-1523","cita_en_segmento","REVISADA"
"TC-01292","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L105","n/a","Los agregados de Capsaspora owczarzaki se forman por unión de células independientes y no por división clonal. [C-1524; S206 fig. 4]","3cdb925c7e2868a69952db29ff80fc61a973b97fc47343723a09264ba197db97","C-1524","cita_en_segmento","REVISADA"
"TC-01293","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L107","n/a","Las células de los agregados de Capsaspora owczarzaki están separadas por material extracelular cohesivo. [C-1525; S206 fig. 3D–F]","4ab32e6c8f64af038e4ce56e361b95062d2404e0cb45dd53a4cc06cbbbb3d3d3","C-1525","cita_en_segmento","REVISADA"
"TC-01294","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L109","n/a","La agregación de Capsaspora owczarzaki puede inducirse mediante calcio y una fracción sérica o lipoproteica de masa superior a 30 kDa. [C-1526; S427 resultados; figs. 1–4]","d32e4112df3652f3d1fa62c83c638c5a2359c1774c06455b21d089d4773a6358","C-1526","cita_en_segmento","REVISADA"
"TC-01295","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L111","n/a","La quelación de calcio con EGTA reduce la agregación inducida de Capsaspora owczarzaki. [C-1527; S427 fig. 3]","6ffc2d967c43879e74e71b2934630c77b8a5da4dede930dae7d19de6790a1159","C-1527","cita_en_segmento","REVISADA"
"TC-01296","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L113","n/a","Lípidos zwitteriónicos diacilados internalizados por endocitosis inducen retracción de filopodios y agregación en Capsaspora owczarzaki. [C-1528; S428 resumen; figs. 1–5]","4933be1d06c7829685663417857e3906ff8e76ac11b5abc39ce010e5f19fb675","C-1528","cita_en_segmento","REVISADA"
"TC-01297","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L115","n/a","La retracción de filopodios de Capsaspora owczarzaki comienza en segundos tras la exposición a los lípidos activos. [C-1529; S428 resultados de imagen temporal]","ae3d0ca2069cba91ca6f4fc5bd9c75849a000af53c401d41ebb7a68c4c94e841","C-1529","cita_en_segmento","REVISADA"
"TC-01298","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L117","n/a","Ministeria vibrans es un bacterívoro marino de vida libre que forma agregados grandes en cultivo monoxénico con Thalassospira lucentensis. [C-1530; S376 resumen; figs. 2–3]","cbb433a4a20634a902bd075c19e66e0607eaee2af590f8399e14118d7c97e035","C-1530","cita_en_segmento","REVISADA"
"TC-01299","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L119","n/a","Thalassospira representó 63% de las lecturas bacterianas únicas en el cultivo xenico original de Ministeria vibrans analizado. [C-1531; S376 Extended Data fig. 2; resultados]","dbb67bfe0ac1b4698aa0fbe8f315e7ce6b9c725866baed276e60af2df8262f42","C-1531","cita_en_segmento","REVISADA"
"TC-01300","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L121","n/a","Los agregados de Ministeria vibrans alcanzaron decenas de células dentro de 24 h y después cientos de células. [C-1532; S376 fig. 3a–b]","e68d76c477f3246194737f0ece56b6b043f7692ca53a9b2765f0377bfe6389fa","C-1532","cita_en_segmento","REVISADA"
"TC-01301","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L123","n/a","La aphidicolina no impidió que Ministeria vibrans formara agregados. [C-1533; S376 fig. 3c; Extended Data fig. 3]","fe115dabbd95d2f039eb164d5117a13e3bda955d9053743b1a202ddd8dbb3510","C-1533","cita_en_segmento","REVISADA"
"TC-01302","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L125","n/a","Impedir el mantenimiento de agregados de Ministeria vibrans mediante disrupción física redujo la replicación frente a cultivos no perturbados. [C-1534] Es evidencia experimental de un beneficio de aptitud bajo ese ensayo, aunque la disrupción puede causar estrés. [C-1534; S376 §Aggregation improves feeding and mating; fig. 6c; Extended Data fig. 10b–d]","512197a7b5aa6e24ff0a5c351e83b94cb3e39c26344f595773cab4b4836da161","C-1534","cita_en_segmento","REVISADA"
"TC-01303","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L127","n/a","No se localizaron aptitud relativa en competencia prolongada ni coeficiente de selección para la agregación de Ministeria vibrans. [C-1614; BN-090]","474a97d3a21819cf15125ca88f67155517d10087aa078357ee94ef96dc671f06","C-1614","cita_en_segmento","REVISADA"
"TC-01304","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L129","n/a","El P = 0.0017 publicado para Ministeria vibrans corresponde al contraste de doble tinción usado como indicio de fusión, no al ensayo de disrupción de agregados. [C-1472; S376 fig. 6f]","ddbbc60808563b6e3d06ca04c33d50234b74a5e98da0da611c66e58c4bae4aa7","C-1472","cita_en_segmento","REVISADA"
"TC-01305","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L131","n/a","Fonticula alba agrega amebas y forma estructuras fructíferas en su ciclo. [C-1535; S213 resultados; S429 introducción]","78e5facf76a8400dbec3edfc55a2da2c8370342b3347e412841961dbd29a2a8d","C-1535","cita_en_segmento","REVISADA"
"TC-01306","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L133","n/a","Fonticula alba forma un colectivo multicelular dinámico que invade y consume parches bacterianos. [C-1536; S429 resumen; figs. 1–6]","8996fcb77c9180cddc66e9d0a5ebdb37c77ddd5f090354d12462f989d658446d","C-1536","cita_en_segmento","REVISADA"
"TC-01307","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L135","n/a","Dictyostelium discoideum agrega células haploides independientes durante inanición y produce un cuerpo fructífero con esporas y tallo. [C-1537; S215 introducción; S430 resumen]","2ed001d956dd98af0e17a71376777f65a09f0091c76cc258dfedc8be5595b861","C-1537","cita_en_segmento","REVISADA"
"TC-01308","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L137","n/a","Las rutas agregativas de Capsaspora, Fonticula y Dictyostelium se encuentran en ramas separadas del entorno de Opisthokonta y Amoebozoa. [C-1538; S206 fig. 1; S213 filogenia; S445 revisión]","dc731416ab7d3ad500fb5e01ba3670972390e6d624bf08d527346b46c92ae101","C-1538","cita_en_segmento","REVISADA"
"TC-01309","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L141","n/a","En quimeras de Dictyostelium discoideum algunos genotipos aumentan su representación entre las esporas a costa de otros. [C-1539; S215 resultados]","c8ef40f78d6839ff838df24520a1b6dbd34f8cdd308a0bb4256cab5a84b391ec","C-1539","cita_en_segmento","REVISADA"
"TC-01310","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L143","n/a","La formación del tallo de Dictyostelium discoideum implica muerte de las células que lo componen y beneficia la dispersión de esporas. [C-1540; S215 introducción y discusión]","562715a998cc40e8b96c51fd0d41e6476101d324b026447c8d336fde9109246d","C-1540","cita_en_segmento","REVISADA"
"TC-01311","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L145","n/a","La evolución experimental a baja relación genética en Dictyostelium discoideum favoreció tramposos que deterioraron el desarrollo multicelular. [C-1541; S430 resumen; resultados]","35f6979c1b903d22b4ac0d07a42e63df8f975687ad942ec424ec6d92e7292f5e","C-1541","cita_en_segmento","REVISADA"
"TC-01312","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L147","n/a","La evolución experimental a alta relación genética mantuvo el desarrollo multicelular de Dictyostelium discoideum. [C-1542; S430 resumen; resultados]","edd163c927a69a3337de22a654598b6ec1836b763775a94a1331793e89cc5cad","C-1542","cita_en_segmento","REVISADA"
"TC-01313","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L149","n/a","El reconocimiento de parentesco mediante sistemas de adhesión reduce la incorporación de tramposos a agregados de Dictyostelium discoideum. [C-1543; S431 resumen; resultados]","6528e69858c1e4703d277b31e9a266e1763fbcea5795338dd01a73d22fa8b5be","C-1543","cita_en_segmento","REVISADA"
"TC-01314","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L151","n/a","La vía clonal reduce el quimerismo al derivar el colectivo de una célula, mientras que la vía agregativa requiere mecanismos adicionales para limitar mezcla y conflicto. [C-1544; S430; S431; S443 discusión]","3e02ffd9d3c5732a2f1d53f01001d038fd32fb3c40e463ce5b4a227fe097783c","C-1544","cita_en_segmento","REVISADA"
"TC-01315","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L153","n/a","Las mezclas de poblaciones teñidas demostraron que Capsaspora owczarzaki agrega células que crecieron por separado. [C-1545; S206 fig. 4]","b291d632a991b4166e642509d67480e7bd658f3695a47451dc4f5f5623e55757","C-1545","cita_en_segmento","REVISADA"
"TC-01316","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L155","n/a","No se localizaron experimentos que definan un genotipo tramposo, midan su ventaja reproductiva o identifiquen mecanismos de castigo. [C-1615; BN-078]","a7c1a8850fc6ab74b025db5c813223ec6496ebf72c183463811f9254e9efd3a8","C-1615","cita_en_segmento","REVISADA"
"TC-01317","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L157","n/a","Los aislados no clonales Tong y L27 de Ministeria vibrans co-agregaron. [C-1546; S376 Extended Data fig. 10q]","40009807eb3caa82cf3689b4fd87f37466ce1659971d9939df7323e7b0801f46","C-1546","cita_en_segmento","REVISADA"
"TC-01318","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L159","n/a","No se localizaron experimentos que identifiquen tramposos, ventaja genotípica dentro del agregado o mecanismos de sanción. [C-1616; BN-079]","b4ffb30433aef57317d500a0b41452fa421938a445bf5ecca2e5baf1ce48d3f8","C-1616","cita_en_segmento","REVISADA"
"TC-01319","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L163","n/a","La selección repetida por sedimentación produjo levaduras snowflake multicelulares en todas las poblaciones replicadas del experimento de Ratcliff y colaboradores dentro de 60 transferencias diarias. [C-1547; S432 resumen; resultados]","e1fd71a4d518e1bbda42e1cdc9e096057e30e38689cc1501f68c50e49ea18c75","C-1547","cita_en_segmento","REVISADA"
"TC-01320","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L165","n/a","Las levaduras snowflake se desarrollaron clonalmente por separación incompleta de células hijas. [C-1548; S432 figs. 1–2]","302089783d5c33cb0344100b7e95e6ef108586ee7d5623c52265337928ac3abe","C-1548","cita_en_segmento","REVISADA"
"TC-01321","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L167","n/a","El fenotipo snowflake tuvo una ventaja de aptitud de 34% sobre células individuales en el ensayo de sedimentación publicado. [C-1549; S432 resultados; fig. 2]","ea4b7a1e10ad01afc0c0648d39dec5a21f5c8d335d1d8bb7ebf4fa4cc9ab7f48","C-1549","cita_en_segmento","REVISADA"
"TC-01322","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L169","n/a","La apoptosis de células dentro de agregados snowflake favoreció la producción de propágulos más pequeños en el experimento inicial. [C-1550; S432 resultados; figs. 3–4]","409a6e7fb8480b59e2aad471497a63f7e3099f007323cdf3e222b3265a66b61e","C-1550","cita_en_segmento","REVISADA"
"TC-01323","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L171","n/a","El experimento prolongado de Bozdag y colaboradores aplicó 600 rondas de selección a cinco poblaciones anaerobias de levadura snowflake. [C-1551; S433 resumen; fig. 1]","52178b52a919cb0df65ca859131a068a423fd627e814f3d2e7e736ebf2d8048d","C-1551","cita_en_segmento","REVISADA"
"TC-01324","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L173","n/a","Las poblaciones anaerobias evolucionadas se hicieron aproximadamente 2 × 10^4 veces mayores y alcanzaron escala milimétrica. [C-1552; S433 resumen; fig. 1]","a91b96a905aa97a3ae06c7f26a42b1936ff61a0f902cf55921943307d2ce54ca","C-1552","cita_en_segmento","REVISADA"
"TC-01325","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L175","n/a","Las poblaciones anaerobias evolucionadas se hicieron aproximadamente 10^4 veces más resistentes mecánicamente. [C-1553; S433 resumen; fig. 3]","96c78285ed2f502bef36f627bf3cbdf240fa6f5042d8f7444b9207cbefe5b57f","C-1553","cita_en_segmento","REVISADA"
"TC-01326","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L177","n/a","La elongación celular y el entrelazamiento de ramas contribuyeron al aumento de tamaño y tenacidad en levadura snowflake. [C-1554; S433 resumen; figs. 2–3]","c14bccedfe40f46d58f330b9cc68449a968dd9ccf20a1753d3bdaf12d65fed58","C-1554","cita_en_segmento","REVISADA"
"TC-01327","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L179","n/a","Las poblaciones sometidas a competencia por oxígeno aumentaron solo alrededor de seis veces su tamaño en el mismo programa experimental. [C-1555; S433 resumen]","a407ff22085cd5a156ccfbde46ddc9b2cd5a3b895fa834d9af0bf9241f25d294","C-1555","cita_en_segmento","REVISADA"
"TC-01328","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L181","n/a","Los experimentos con levadura documentan compensaciones entre reproducción de propágulos, tamaño, difusión y resistencia mecánica, pero no reconstruyen directamente el ancestro de Holozoa. [C-1556; S432 discusión; S433 discusión]","8843ce1016a66b1fa549455dd6a4922f897e5433ce92e7b829c249d877541e27","C-1556","cita_en_segmento","REVISADA"
"TC-01329","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L189","n/a","El genoma publicado de Monosiga brevicollis tiene aproximadamente 41.6 Mb y alrededor de 9,200 genes. [C-1557; S147 §Gene structure; tabla 1]","a5c0501c3fbf433809d011780f2f058ee727089a8902d1e89f4ce449554f9b1f","C-1557","cita_en_segmento","REVISADA"
"TC-01330","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L191","n/a","Los genes de Monosiga brevicollis tienen un promedio publicado de 6.6 intrones y los intrones promedian 174 bp. [C-1558; S147 tabla 1]","d483b1c2c186a9bf684c13213ab7a076963e7279f17e432f9bb2ec1dfe1cc120","C-1558","cita_en_segmento","REVISADA"
"TC-01331","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L193","n/a","El ensamblaje y la anotación publicados de Salpingoeca rosetta tienen aproximadamente 55 Mb, 154 scaffolds, N50 de 1.52 Mb y 11,629 genes, con apoyo transcriptómico para 98% de los modelos. [C-1559; S205 tabla 1; métodos]","9ad3699ca4ba37441b0d0f91043f111593ac968d901b8d1b0de8cf7c40aa4bfd","C-1559","cita_en_segmento","REVISADA"
"TC-01332","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L195","n/a","Una comparación publicada basada en IntronDB informa 7.44 intrones por gen para Salpingoeca rosetta; la unidad usa el transcrito codificante más largo por gen e intrones de al menos 10 bp. [C-1560; S484 resultados; S485 métodos]","b3cfac375a7cd39ed2105a411c88a3d0dcdf69bdeb8de45e88b05f91fef64824","C-1560","cita_en_segmento","REVISADA"
"TC-01333","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L197","n/a","El genoma publicado de Capsaspora owczarzaki abarca 28 Mb en 84 scaffolds y contiene 8,657 genes codificantes. [C-1561; S352 tabla 1; resultados]","0dc85892d0546dd30ef13cf285317440708756a8122f61649bc3ec4459f97137","C-1561","cita_en_segmento","REVISADA"
"TC-01334","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L199","n/a","Los genes de Capsaspora owczarzaki tienen un promedio publicado de 3.8 intrones y una longitud media de intrón de 166 bp. [C-1562; S352 tabla 1]","a66748ec743e19b81ca19917ecfdfa18b9db53a060370b7b4e451258730febb4","C-1562","cita_en_segmento","REVISADA"
"TC-01335","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L201","n/a","La anotación utilizada en el estudio de agregación de Ministeria vibrans contenía 12,127 genes antes de filtrados transcriptómicos. [C-1563; S376 métodos y Extended Data]","6f76ddf33f20862a9e1ee068b16a4e7a083a2e6a9c13f59caa86d56f3a898244","C-1563","cita_en_segmento","REVISADA"
"TC-01336","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L203","n/a","La comparación genómica de 2022 informa para Ministeria vibrans 29.72 Mb, 12,151 genes, 3.67 intrones por gen y 133.34 bp de longitud media de intrón; la diferencia respecto de los 12,127 genes usados en 2026 se conserva como diferencia de versión y filtrado. [C-1564; S127 Extended Data figs. 2–3]","56a3e789300d97a00da356295dbbbdd4196230d7d041abc0c3ff908b6cb4707c","C-1564","cita_en_segmento","REVISADA"
"TC-01337","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L205","n/a","El ensamblaje de referencia de Sphaeroforma arctica JP610 registra 121.6 Mb. [C-1565; S446 Assembly statistics]","b3e7a4b361b556582a71ea865200d71fa056d4a2827210d3a4c73369b4657c13","C-1565","cita_en_segmento","REVISADA"
"TC-01338","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L207","n/a","El linaje ichthyofónido ancestral y sus descendientes muestran densidades de intrones elevadas frente a Corallochytrium en la reconstrucción comparativa publicada. [C-1566; S434 figs. 5–6]","9826aef302b1d9c30bd4801d1f3ca969d54e0a5ba90ec00b4ae01035fcf2922e","C-1566","cita_en_segmento","REVISADA"
"TC-01339","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L209","n/a","El registro de ensamblaje GCA_000142905.1 confirma que existe un genoma de Thecamonas trahens disponible para comparación. [C-1567; S442 registro de ensamblaje]","fbb80910dd94b9cbdb4570298092f3efcf841b4242da907f4bbf36bce70e2f1b","C-1567","cita_en_segmento","REVISADA"
"TC-01340","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L211","n/a","Una tabla comparativa publicada informa para Thecamonas trahens 26.68 Mb, 10,544 péptidos predichos, 1.04 intrones por gen y 442.67 bp de longitud media de intrón. [C-1568; S483 tabla 3]","7ff65c7a2cb28dd54dbd7d6ecb46684fd2142f41c426c684bb1240537cb98c8e","C-1568","cita_en_segmento","REVISADA"
"TC-01341","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L219","n/a","Monosiga brevicollis posee 23 genes con dominios de cadherina en la anotación publicada. [C-1569; S147 §Cadherins; Supplementary Notes]","fe47be7c79a5194a540182588254f57a4b86622ccf3e0722e7f2036023b4bb1b","C-1569","cita_en_segmento","REVISADA"
"TC-01342","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L221","n/a","Monosiga brevicollis posee 17 genes con dominios similares al dominio extracelular de integrina alfa, pero el estudio no localizó una integrina beta canónica. [C-1570; S147 §Integrin-related domains]","7184d883ea902b1152c19b653b3f800ae084c7bd9c763fe21fc8dc5cc244d694","C-1570","cita_en_segmento","REVISADA"
"TC-01343","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L223","n/a","El genoma de Monosiga brevicollis contiene cinco genes con dominios de colágeno y dos proteínas con repeticiones Gly-X-Y extensas. [C-1571; S147 §Extracellular matrix proteins]","e99fd758e17ae4b33a72381abe710bab344073e4f0fcdbf10435301312685c30","C-1571","cita_en_segmento","REVISADA"
"TC-01344","prosa","docs/secciones/013-12-12-multicelularidad-y-el-repertorio-preanimal.md","L225","n/a","Capsaspora owczarzaki conserva integrina alfa, integrina beta y componentes citoplasmáticos del adhesoma. [C-1572; S436 resultados; fig. 1]","2089d9093001c549bcf1df338b937870ae3d9602a99aa0274998a95417872ede","C-1572","cita_en_segmento","REVISADA"
